PkMn, PokeName, Quick Move Name, Charge Move Name, Attack, Defense, Att*Def, Should use charge, Base Attack, Base Defense, Base Stamina, Quick Move PPS, Charge Move PPS, Charge PPS Active Fraction, Total PPS, IV10%, IV20%, IV30%, IV40%, IV50%, IV60%, IV70%, IV80%, IV90%, IV100%, Defender Quick Move PPS, Defender Charge PPS Active Fraction, Defender Total PPS, D_IV0%, D_IV10%, D_IV20%, D_IV30%, D_IV40%, D_IV50%, D_IV60%, D_IV70%, D_IV80%, D_IV90%, D_IV100%
40,Wigglytuff,Feint Attack,Dazzling Gleam,24.1173197871,30.24,729.307750363,1,168,108,280,11.5384615385,16.6575091575,0.550314465409,14.3555474923,750.03577922,771.125890874,792.580992324,814.403990566,836.5977926,859.165305425,882.109436037,905.433091437,929.139178622,953.23060459, 3.94736842105, 0.295109612142, 6.22351580404,316.174518096,325.160675903,334.303806338,343.605169663,353.066026138,362.687636027,372.471259591,382.418157092,392.529588792,402.806814954,413.251095838
40,Wigglytuff,Feint Attack,Hyper Beam,29.6118881119,30.24,895.463496503,1,168,108,280,11.5384615385,30.2884615385,0.324675324675,17.6261238761,920.913922866,946.808924138,973.15206961,999.946928571,1027.19707031,1054.90606412,1083.07747929,1111.71488511,1140.82185088,1170.40194587, 3.94736842105, 0.141242937853, 6.38445241199,324.350612777,333.569147556,342.948714187,352.49060552,362.196114407,372.0665337,382.10315625,392.307274909,402.680182529,413.223171962,423.937536058
40,Wigglytuff,Feint Attack,Play Rough,26.8772079772,30.24,812.766769231,1,168,108,280,11.5384615385,23.9953580902,0.358024691358,15.9983380817,835.866829581,859.370408013,883.280744191,907.601077778,932.334648437,957.484695833,983.054459629,1009.04717949,1035.46609507,1062.31444605, 3.94736842105, 0.160220994475, 6.00610922227,305.129568041,313.80181167,322.625544389,331.601982434,340.732342044,350.017839455,359.459690905,369.05911263,378.817320867,388.735531854,398.814961828
41,Zubat,Quick Attack,Poison Fang,9.21956515838,7.2,66.3808691404,1,88,90,80,7.51879699248,13.2088032581,0.519855595668,10.4767785891,69.9245216344,73.5919310754,77.3852190113,81.3065069895,85.3579165578,89.5415692639,93.8595866553,98.3140902799,102.907201685,107.641042419, 3.003003003, 0.301886792453, 4.88773033212,30.9686593843,32.6218791822,34.3328352946,36.102517487,37.9319155247,39.8220191731,41.7738181976,43.7883023637,45.8664614366,48.0092851819,50.2177633648
41,Zubat,Quick Attack,Air Cutter,8.90531063417,7.2,64.118236566,1,88,90,80,7.51879699248,12.3034859877,0.543582704187,10.1196711752,67.5411014947,71.0835050392,74.7474964328,78.535124909,82.4484397013,86.4894900429,90.6603251673,94.962994308,99.3995466983,103.972031572, 3.003003003, 0.322344322344, 4.81117323223,30.4835935994,32.1109188195,33.7950760234,35.5370394737,37.3377834329,39.1982821637,41.1195099287,43.1024409903,45.1480496112,47.257310054,49.4311965812
41,Zubat,Quick Attack,Sludge Bomb,11.9873173209,7.2,86.3086847108,1,88,90,80,7.51879699248,26.6302776171,0.31934493347,13.6219515011,90.916156559,95.6845377094,100.616586607,105.715061697,110.982721425,116.422324236,122.036628574,127.828392886,133.800375616,139.95533521, 3.003003003, 0.157814871017, 5.47094215052,34.6638894657,36.5143741,38.4294842385,40.4103277469,42.458012491,44.5736463367,46.7583371496,49.0131927956,51.3393211405,53.73783005,56.20982739
41,Zubat,Bite,Poison Fang,11.2886268657,7.2,81.2781134328,1,88,90,80,12.0,13.3208333333,0.626865671642,12.8279850746,85.6170350695,90.1074872799,94.7520677309,99.5533740896,104.514004023,109.636555198,114.923625281,120.37781194,126.001712842,131.797925653, 2.4, 0.251497005988, 4.14151197605,26.2406198802,27.6414397141,29.0911811582,30.5906828687,32.1407835018,33.7423217136,35.3961361603,37.1030654981,38.8639483832,40.6796234718,42.5509294199
41,Zubat,Bite,Air Cutter,11.0531460674,7.2,79.5826516854,1,88,90,80,12.0,12.8636363636,0.648876404494,12.5603932584,83.8310634006,88.2278447612,92.7755392468,97.4766903371,102.333841512,107.34953625,112.526318032,117.866730337,123.373316645,129.048620435, 2.4, 0.269859813084, 4.18230140187,26.4990616822,27.9136780805,29.3776979141,30.8919680991,32.4573355514,34.0746471871,35.7447499223,37.468490673,39.2467163551,41.0802738849,42.9700101782
41,Zubat,Bite,Sludge Bomb,16.0255740741,7.2,115.384133333,1,88,90,80,12.0,26.7423076923,0.421296296296,18.2108796296,121.543758496,127.918499674,134.51204457,141.328080889,148.370296332,155.642378604,163.148015407,170.890894444,178.874703419,187.103130035, 2.4, 0.127094972067, 4.47414106145,28.3481577654,29.8614856453,31.4276643166,33.0475997926,34.7221980872,36.4523652136,38.2390071857,40.0830300168,41.9853397207,43.9468423107,45.9684438006
42,Golbat,Wing Attack,Poison Fang,24.6,24.6,605.16,0,164,164,150,15.0,13.3958333333,0.421296296296,15.0,622.44343125,640.05255,657.99039375,676.26,694.86440625,713.80665,733.08976875,752.7168,772.69078125,793.01475, 4.09090909091, 0.233983286908, 5.32778551532,214.94417883,221.083006475,227.337513662,233.708779269,240.197882173,246.805901249,253.533915374,260.383003425,267.354244279,274.448716811,281.667499899
42,Golbat,Wing Attack,Air Cutter,24.6,24.6,605.16,0,164,164,150,15.0,13.2386363636,0.421296296296,15.0,622.44343125,640.05255,657.99039375,676.26,694.86440625,713.80665,733.08976875,752.7168,772.69078125,793.01475, 4.09090909091, 0.251497005988, 5.39269188895,217.562761568,223.776376202,230.107079659,236.555963959,243.124121121,249.812643167,256.622622116,263.555149987,270.611318802,277.792220581,285.098947343
42,Golbat,Wing Attack,Ominous Wind,24.6,24.6,605.16,0,164,164,150,15.0,10.0524193548,0.421296296296,15.0,622.44343125,640.05255,657.99039375,676.26,694.86440625,713.80665,733.08976875,752.7168,772.69078125,793.01475, 4.09090909091, 0.239911553344, 4.79763681592,193.555859701,199.083834773,204.715978534,210.453262505,216.296658209,222.247137167,228.305670899,234.473230929,240.750788776,247.139315963,253.639784011
42,Golbat,Bite,Poison Fang,21.0378955224,24.6,517.532229851,1,164,164,150,12.0,13.3208333333,0.626865671642,12.8279850746,532.313003058,547.372303892,562.712730018,578.336879104,594.247348818,610.446736825,626.937640792,643.722658388,660.804387278,678.185425131, 2.4, 0.251497005988, 4.14151197605,167.085159162,171.857128329,176.719020075,181.671673056,186.715925928,191.852617348,197.082585971,202.406670453,207.825709451,213.340541622,218.952005621
42,Golbat,Bite,Air Cutter,20.5990449438,24.6,506.736505618,1,164,164,150,12.0,12.8636363636,0.648876404494,12.5603932584,521.208951842,535.954115604,550.974540384,566.272769663,581.851346919,597.712815632,613.859719282,630.294601348,647.020005311,664.038474649, 2.4, 0.269859813084, 4.18230140187,168.730767757,173.549735673,178.459511809,183.46094308,188.554876402,193.742158691,199.023636864,204.400157836,209.872568523,215.441715842,221.108446709
42,Golbat,Bite,Ominous Wind,19.68,24.6,484.128,0,164,164,150,12.0,9.97741935484,0.648876404494,12.0,497.954745,512.04204,526.392315,541.008,555.891525,571.04532,586.471815,602.17344,618.152625,634.4118, 2.4, 0.257719714964, 3.58143705463,144.489496532,148.616131273,152.820527965,157.103411851,161.465508171,165.907542166,170.430239077,175.034324145,179.720522611,184.489559716,189.342160701
43,Oddish,Razor Leaf,Seed Bomb,21.4690262501,11.7,251.187607126,1,134,130,90,12.9310344828,21.1566091954,0.375733855186,16.0216613807,261.212340625,271.495543576,282.040460365,292.85033538,303.928413007,315.277937631,326.902153639,338.804305419,350.987637355,363.455393836, 5.4347826087, 0.201892744479, 7.32749555821,114.880475362,119.465280173,124.168295807,128.99100608,133.934894811,139.001445818,144.192142919,149.50846993,154.951910671,160.523948959,166.226068612
43,Oddish,Razor Leaf,Sludge Bomb,22.9051641007,11.7,267.990419978,1,134,130,90,12.9310344828,26.7655835544,0.300867888139,17.0934060453,278.685742774,289.656824943,300.907127899,312.440113058,324.259241834,336.367975643,348.769775897,361.468104014,374.466421406,387.768189489, 5.4347826087, 0.153166421208, 7.47206845767,117.147089279,121.822353173,126.618160212,131.536023488,136.577456097,141.743971131,147.037081686,152.458300854,158.00914173,163.691117407,169.505740979
43,Oddish,Razor Leaf,Moonblast,20.0855454739,11.7,235.000882045,1,134,130,90,12.9310344828,21.0549831791,0.253347064882,14.9892130402,244.379613908,254.00015925,263.865553387,273.978831635,284.343029309,294.961181725,305.836324198,316.971492045,328.369720581,340.034045121, 5.4347826087, 0.124809741248, 6.59597569936,103.411707015,107.538800765,111.772304093,116.113552684,120.563882223,125.124628396,129.797126887,134.582713381,139.482723563,144.498493119,149.631357734
43,Oddish,Acid,Seed Bomb,21.0114480575,11.7,245.833942273,1,134,130,90,11.9047619048,21.130952381,0.409207161125,15.6801851175,255.6450145,265.709047315,276.029215953,286.608695652,297.450661651,308.558289185,319.934753494,331.583229814,343.506893382,355.708919437, 4.09836065574, 0.192539109507, 6.15724027276,96.5332129964,100.385790539,104.337699759,108.3901875,112.544500602,116.801885906,121.163590253,125.630860484,130.204943442,134.887085966,139.678534898
43,Oddish,Acid,Sludge Bomb,22.5365483773,11.7,263.677616015,1,134,130,90,11.9047619048,26.7399267399,0.331210191083,16.8183196846,274.200817618,284.995340764,296.064591162,307.411974522,319.040896554,330.954762966,343.15697947,355.650951774,368.440085589,381.527786624, 4.09836065574, 0.145658263305, 6.22782446312,97.6398319328,101.536573915,105.533786275,109.632730147,113.834666667,118.140856968,122.552562185,127.071043452,131.697561905,136.433378676,141.279754902
43,Oddish,Acid,Moonblast,19.3859670581,11.7,226.815814579,1,134,130,90,11.9047619048,21.0293263647,0.280821917808,14.4671395956,235.86788574,245.153348031,254.675131047,264.436164384,274.439377637,284.687700404,295.184062278,305.931392857,316.932621736,328.19067851, 4.09836065574, 0.118497109827, 5.35705684008,83.9879371387,87.3398409072,90.7781673952,94.3040014067,97.9184277457,101.622531216,105.417396622,109.304108768,113.283752457,117.357412493,121.526173681
44,Gloom,Razor Leaf,Petal Blizzard,28.1186685737,18.96,533.129956158,1,162,158,120,12.9310344828,25.7139008621,0.346257889991,17.3572028233,549.96425155,567.145734391,584.677919515,602.564321756,620.808455947,639.413836922,658.383979514,677.722398557,697.432608885,717.51812533, 5.4347826087, 0.182076813656, 7.72256830333,237.20022995,244.69014623,252.334533183,260.134954628,268.092974386,276.210156276,284.488064119,292.928261735,301.532312945,310.301781567,319.238231422
44,Gloom,Razor Leaf,Sludge Bomb,27.6913177934,18.96,525.027385362,1,162,158,120,12.9310344828,26.7655835544,0.300867888139,17.0934060453,541.605831184,558.52618786,575.791916805,593.406479433,611.373337161,629.695951402,648.37778357,667.422295082,686.832947351,706.613201792, 5.4347826087, 0.153166421208, 7.47206845767,229.506077091,236.753040146,244.149463251,251.696859499,259.396741984,267.250623799,275.26001804,283.426437799,291.751396171,300.236406249,308.882981127
44,Gloom,Razor Leaf,Moonblast,24.2825251252,18.96,460.396676373,1,162,158,120,12.9310344828,21.0549831791,0.253347064882,14.9892130402,474.934320634,489.771786629,504.912109673,520.358325083,536.113468173,552.180574259,568.562678658,585.262816684,602.284023653,619.629334882, 5.4347826087, 0.124809741248, 6.59597569936,202.596712801,208.993976488,215.523176178,222.185647557,228.982726311,235.915748123,242.98604868,250.194963667,257.543828767,265.033979667,272.666752052
44,Gloom,Acid,Petal Blizzard,27.7417582418,18.96,525.983736264,1,162,158,120,11.9047619048,25.6882440476,0.378698224852,17.1245421245,542.592380151,559.543557692,576.840736607,594.487384615,612.486969437,630.842958791,649.558820398,668.638021978,688.08403125,707.900315934, 4.09836065574, 0.173441734417, 6.50632339657,199.84302439,206.153336662,212.593791667,219.165706936,225.8704,232.709188389,239.683389634,246.794321265,254.043300813,261.431645808,268.96067378
44,Gloom,Acid,Sludge Bomb,27.245677889,18.96,516.578052775,1,162,158,120,11.9047619048,26.7399267399,0.331210191083,16.8183196846,532.889699556,549.537754777,566.525624147,583.856713376,601.534428173,619.562174249,637.943357313,656.681383076,675.779657245,695.241585532, 4.09836065574, 0.145658263305, 6.22782446312,191.28887395,197.329077416,203.493852941,209.78446166,216.202164706,222.748223214,229.423898319,236.230451155,243.169142857,250.241234559,257.447987395
44,Gloom,Acid,Moonblast,23.4367661448,18.96,444.361086106,1,162,158,120,11.9047619048,21.0293263647,0.280821917808,14.4671395956,458.392385037,472.713062928,487.326049375,502.234273973,517.440666318,532.948156005,548.759672632,564.878145793,581.306505083,598.0476801, 4.09836065574, 0.118497109827, 5.35705684008,164.543072254,169.738741061,175.041564397,180.452627066,185.973013873,191.603809621,197.346099115,203.200967158,209.169498555,215.252778109,221.451890625
45,Vileplume,Razor Leaf,Petal Blizzard,35.0615497031,28.5,999.254166537,1,202,190,150,12.9310344828,25.7139008621,0.346257889991,17.3572028233,1024.76801799,1050.70872645,1077.07980675,1103.88477373,1131.12714222,1158.81042706,1186.93814308,1215.51380511,1244.54092798,1274.02302653, 5.4347826087, 0.182076813656, 7.72256830333,444.588257223,455.939882396,467.48142483,479.214448345,491.140516761,503.261193898,515.578043577,528.092629617,540.806515839,553.721266062,566.838444107
45,Vileplume,Razor Leaf,Solar Beam,36.6138244053,28.5,1043.49399555,1,202,190,150,12.9310344828,30.93552076,0.288518155054,18.1256556462,1070.1374179,1097.22659543,1124.7651986,1152.75689784,1181.2053636,1210.11426633,1239.48727648,1269.32806448,1299.64030079,1330.42765584, 5.4347826087, 0.145616641902, 7.79669646974,448.855815763,460.316404059,471.968732613,483.814380256,495.854925819,508.091948132,520.527026028,533.161738337,545.99766389,559.036381519,572.279470053
45,Vileplume,Razor Leaf,Moonblast,30.2782103413,28.5,862.928994726,1,202,190,150,12.9310344828,21.0549831791,0.253347064882,14.9892130402,884.962069914,907.363767324,930.13712227,953.28517007,976.810946038,1000.71748549,1025.00782374,1049.68499611,1074.75203791,1100.21198446, 5.4347826087, 0.124809741248, 6.59597569936,379.730321012,389.425935327,399.283761174,409.305134239,419.491390206,429.843864761,440.363893589,451.052812374,461.911956802,472.942662558,484.146265327
45,Vileplume,Acid,Petal Blizzard,34.5915750916,28.5,985.85989011,1,202,190,150,11.9047619048,25.6882440476,0.378698224852,17.1245421245,1011.03174691,1036.62473901,1062.64233413,1089.088,1115.96520433,1143.27741484,1171.02809924,1199.22072527,1227.85876065,1256.94567308, 4.09836065574, 0.173441734417, 6.50632339657,374.56903794,384.132869758,393.856708333,403.741871197,413.789675881,424.001439914,434.378480827,444.92211615,455.633663415,466.514440151,477.565763889
45,Vileplume,Acid,Solar Beam,36.2627164502,28.5,1033.48741883,1,202,190,150,11.9047619048,30.9098639456,0.318181818182,17.9518398268,1059.87534431,1086.70475041,1113.97927237,1141.70254545,1169.8782049,1198.50988596,1227.60122387,1257.1558539,1287.17741127,1317.66953125, 4.09836065574, 0.138418079096, 6.52601224105,375.702524718,385.295297733,395.048561706,404.963638151,415.041848588,425.284514533,435.692957504,446.268499018,457.012460593,467.926163747,479.010929996
45,Vileplume,Acid,Moonblast,29.223621983,28.5,832.873226517,1,202,190,150,11.9047619048,21.0293263647,0.280821917808,14.4671395956,854.138890938,875.760338491,897.740498769,920.08230137,942.788675888,965.86255192,989.306859062,1013.12452691,1037.31848506,1061.8916631, 4.09836065574, 0.118497109827, 5.35705684008,308.405762283,316.280254148,324.286489433,332.425552942,340.69852948,349.10650385,357.650560856,366.331785303,375.151261994,384.110075734,393.209311326
46,Paras,Scratch,Cross Poison,18.0745652174,8.4,151.826347826,1,122,120,70,12.0,18.1666666667,0.45652173913,14.8152173913,158.948819144,166.282296196,173.829779062,181.594267826,189.578762568,197.78626337,206.219770312,214.882283478,223.776802948,232.906328804, 2.4, 0.143835616438, 3.88390410959,39.8022493151,41.6694507804,43.59196875,45.5705897145,47.6061001644,49.6992865903,51.8509354829,54.0618333326,56.3327666301,58.664521866,61.0578855308
46,Paras,Scratch,X Scissor,19.8899102564,8.4,167.075246154,1,122,120,70,12.0,21.1333333333,0.471153846154,16.3032051282,174.913073156,182.983098558,191.288623757,199.832950154,208.619379147,217.651212135,226.931750517,236.464295692,246.25214906,256.298612019, 2.4, 0.151234567901, 4.27430041152,43.8030306173,45.8579165687,47.9736792438,50.1511841883,52.3912969481,54.6948830691,57.0628080969,59.4959375775,61.9951370568,64.5612720805,67.1952081944
46,Paras,Scratch,Seed Bomb,20.2615255255,8.4,170.196814414,1,122,120,70,12.0,21.1333333333,0.504504504505,16.6078078078,178.181080297,186.401882883,194.862585252,203.566550486,212.517141667,221.717721874,231.171654189,240.882301694,250.853027468,261.087194595, 2.4, 0.16918429003, 4.49675730111,46.0827688218,48.2446017571,50.4704797583,52.7613134187,55.1180133317,57.5414900906,60.0326542888,62.5924165196,65.2216873764,67.9213774526,70.6923973414
46,Paras,Bug Bite,Cross Poison,19.6029693487,8.4,164.664942529,1,122,120,70,13.8888888889,18.4027777778,0.48275862069,16.0680076628,172.389697468,180.343301006,188.529006915,196.950068966,205.60974093,214.51127658,223.657929688,233.052954023,242.699603358,252.601131466, 2.55102040816, 0.146341463415, 4.06286295006,41.6362195122,43.5894561112,45.6005580357,47.6703480156,49.7996487805,51.9892830602,54.2400735845,56.5528430831,58.9284142857,61.3676099221,63.8712527221
46,Paras,Bug Bite,X Scissor,21.3697828539,8.4,179.506175973,1,122,120,70,13.8888888889,21.1805555556,0.497461928934,17.516215454,187.927162238,196.597623202,205.521105898,214.70115736,224.141324622,233.845154717,243.816194678,254.05799154,264.574092336,275.368044099, 2.55102040816, 0.153846153846, 4.43953863597,45.4963919414,47.6307167889,49.8282717654,52.0899558776,54.4166681319,56.8093075349,59.2687730933,61.7959638135,64.3917787023,67.057116766,69.7928770114
46,Paras,Bug Bite,Seed Bomb,21.6664033702,8.4,181.99778831,1,122,120,70,13.8888888889,21.1805555556,0.530805687204,17.7593470247,190.535660989,199.326471169,208.373815117,217.6812891,227.252489386,237.091012243,247.20045394,257.584410742,268.24647892,279.190254739, 2.55102040816, 0.172043010753, 4.66291175969,47.7855197133,50.0272320276,52.3353558628,54.7108354583,57.1546150538,59.6676388889,62.2508512033,64.9051962366,67.6316182284,70.4310614183,73.3044700461
47,Parasect,Bug Bite,Cross Poison,26.0301724138,20.4,531.015517241,1,162,170,120,13.8888888889,18.4027777778,0.48275862069,16.0680076628,547.419406519,564.153372845,581.220669989,598.624551724,616.368271821,634.455084052,652.888242187,671.671,690.806611261,710.298329741, 2.55102040816, 0.146341463415, 4.06286295006,134.269494774,138.417286795,142.648540179,146.964077654,151.364721951,155.8512958,160.424621929,165.08552307,169.834821951,174.673341303,179.601903855
47,Parasect,Bug Bite,X Scissor,28.3762690355,20.4,578.875888325,1,162,170,120,13.8888888889,21.1805555556,0.497461928934,17.516215454,596.758258368,615.000455266,633.606026055,652.578517766,671.921477435,691.638452094,711.732988777,732.208634518,753.06893635,774.317441307, 2.55102040816, 0.153846153846, 4.43953863597,146.717872841,151.250214483,155.873755347,160.58939444,165.398030769,170.30056334,175.29789116,180.390913235,185.580528571,190.867636177,196.253135057
47,Parasect,Bug Bite,Solar Beam,34.4614596469,20.4,703.013776797,1,162,170,120,13.8888888889,30.9594671202,0.432534678436,21.2725059549,724.730957898,746.885129453,769.480599144,792.521674653,816.012663664,839.957873857,864.361612917,889.228188525,914.561908363,940.367080115, 2.55102040816, 0.122807017544, 4.89916507539,161.907607411,166.909183409,172.011400505,177.21525078,182.521726316,187.931819193,193.446521492,199.066825295,204.793722682,210.628205734,216.571266531
47,Parasect,Fury Cutter,Cross Poison,21.6821546053,20.4,442.315953947,1,162,170,120,9.375,17.8385416667,0.473684210526,13.3840460526,455.979776753,469.918541324,484.134957931,498.631736842,513.411588328,528.477222656,543.831350098,559.476680921,575.415925396,591.651793791, 1.5625, 0.130434782609, 2.98743206522,98.7286548913,101.77853549,104.889785411,108.063009611,111.298813043,114.597800664,117.960577429,121.387748291,124.879918207,128.43769213,132.061675017
47,Parasect,Fury Cutter,X Scissor,24.4383357558,20.4,498.542049419,1,162,170,120,9.375,21.0677083333,0.488372093023,15.0853924419,513.942783133,529.653408521,545.676980376,562.016553488,578.675182651,595.655922656,612.961828295,630.59595436,648.561355644,666.861086937, 1.5625, 0.137254901961, 3.37219158497,111.4441875,114.886870535,118.398826815,121.98073921,125.633290588,129.357163818,133.153041769,137.02160731,140.963543309,144.979532635,149.070258157
47,Parasect,Fury Cutter,Solar Beam,29.923095281,20.4,610.431143732,1,162,170,120,9.375,30.846619898,0.423631123919,18.4710464697,629.288304339,648.524906419,668.144690357,688.151396542,708.548765359,729.340537196,750.53045244,772.122251477,794.119674695,816.52646248, 1.5625, 0.109131403118, 3.74841662027,123.877672467,127.704445051,131.608219483,135.589754819,139.649810111,143.789144415,148.008516785,152.308686276,156.69041194,161.154452834,165.701568011
48,Venonat,Bug Bite,Psybeam,15.0,14.16,212.4,0,108,118,120,13.8888888889,10.8735380117,0.423631123919,13.8888888889,220.81359375,229.44625,238.30078125,247.38,256.68671875,266.22375,275.99390625,286.0,296.24484375,306.73125, 2.55102040816, 0.302788844622, 4.08327009423,62.444632897,64.9181911506,67.4561527817,70.0593446526,72.7285936255,75.4647265625,78.2685703258,81.1409517777,84.0826977803,87.0946351958,90.1775908865
48,Venonat,Bug Bite,Dazzling Gleam,15.0,14.16,212.4,0,108,118,120,13.8888888889,13.4424603175,0.423631123919,13.8888888889,220.81359375,229.44625,238.30078125,247.38,256.68671875,266.22375,275.99390625,286.0,296.24484375,306.73125, 2.55102040816, 0.266666666667, 4.38000755858,66.9825795918,69.6358950957,72.3582942687,75.1506640625,78.0138914286,80.9488633185,83.9564666837,87.0375884758,90.1931156463,93.4239351467,96.7309339286
48,Venonat,Bug Bite,Shadow Ball,15.6834660807,14.16,222.077879703,1,108,118,120,13.8888888889,14.9576118326,0.592145015106,14.5217278525,230.87483385,239.900831949,249.15881465,258.651722604,268.38249646,278.354076868,288.569404478,299.03141994,309.743063903,320.707277019, 2.55102040816, 0.210526315789, 4.21824311862,64.5087483644,67.064070408,69.6859246912,72.3751654082,75.1326467532,77.9592229206,80.8557481044,83.823076499,86.8620622986,89.9735596974,93.1584228896
48,Venonat,Confusion,Psybeam,11.2596907551,14.16,159.437221092,1,108,118,120,9.93377483444,10.7746601603,0.58493677845,10.425639588,165.752852009,172.232921327,178.879540238,185.694819932,192.680871604,199.839806443,207.173735644,214.684770396,222.375021894,230.246601327, 4.2735042735, 0.377438808088, 5.50726033608,84.2214308676,87.55761215,90.9806566959,94.4916797258,98.0917964597,101.782122118,105.563771921,109.437861088,113.405504841,117.467818398,121.625916981
48,Venonat,Confusion,Dazzling Gleam,12.7218158973,14.16,180.140913106,1,108,118,120,9.93377483444,13.3435824661,0.54128693731,11.7794591642,187.276659154,194.598196722,202.10791115,209.808187779,217.701411949,225.789969,234.076244273,242.562623109,251.251490848,260.145232831, 4.2735042735, 0.336711905171, 5.97962465959,91.4452039942,95.067533546,98.7841767277,102.596344413,106.505247477,110.512096792,114.618103234,118.824477675,123.13243099,127.543174053,132.057917738
48,Venonat,Confusion,Shadow Ball,13.1959687791,14.16,186.854917911,1,108,118,120,9.93377483444,14.8587339813,0.463905325444,12.2184896102,194.256619274,201.851036765,209.640644627,217.627917104,225.815328442,234.205352883,242.800464672,251.603138054,260.615847272,269.841066571, 4.2735042735, 0.271280276817, 5.93580387852,90.7750615534,94.3708454071,98.0602517276,101.844482515,105.72473977,109.702225492,113.778141682,117.95369034,122.230073466,126.608493062,131.090151126
49,Venomoth,Bug Bite,Poison Fang,23.8888888889,21.56,515.044444444,0,172,154,140,13.8888888889,13.3680555556,0.463905325444,13.8888888889,530.217204861,545.684027778,561.447725694,577.511111111,593.876996528,610.548194444,627.527517361,644.817777778,662.421788194,680.342361111, 2.55102040816, 0.255319148936, 4.2888804458,159.045411348,163.730750541,168.506896055,173.374716389,178.335080041,183.388855508,188.536911291,193.780115885,199.119337791,204.555445506,210.089307529
49,Venomoth,Bug Bite,Psychic,28.7744787543,21.56,620.377761942,1,172,154,140,13.8888888889,19.9900793651,0.465558194774,16.729348113,638.653550083,657.283540347,676.271120427,695.619678015,715.332600806,735.413276491,755.865092764,776.691437319,797.895697847,819.481262041, 2.55102040816, 0.137931034483, 4.12923215263,153.125141762,157.636074974,162.234434353,166.921056069,171.696776292,176.562431191,181.518856937,186.566889697,191.707365642,196.941120942,202.268991765
49,Venomoth,Bug Bite,Bug Buzz,32.2299973418,21.56,694.87874269,1,172,154,140,13.8888888889,22.4060457516,0.569377990431,18.7383705476,715.349264788,736.216525037,757.484317955,779.156438065,801.236679885,823.728837935,846.636706736,869.964080808,893.71475467,917.892522844, 2.55102040816, 0.195402298851, 5.11728014961,189.765123244,195.355438374,201.054099118,206.862141725,212.780602445,218.810517526,224.952923218,231.208855771,237.579351432,244.065446452,250.66817708
49,Venomoth,Confusion,Poison Fang,20.1074031016,21.56,433.51561087,1,172,154,140,9.93377483444,13.2691777042,0.526645768025,11.6903506405,446.286602911,459.3051089,472.573496135,486.094131911,499.869383523,513.901618268,528.193203443,542.746506342,557.563894263,572.6477345, 4.2735042735, 0.323699421965, 5.89683101737,218.673363983,225.115290689,231.682068049,238.374890172,245.194951167,252.143445141,259.221566203,266.430508461,273.771466024,281.245632999,288.854203495
49,Venomoth,Confusion,Psychic,22.939358072,21.56,494.572560033,1,172,154,140,9.93377483444,19.8912015137,0.341761115955,13.3368360884,509.142236578,523.994287286,539.131412864,554.556314024,570.271691473,586.280245922,602.58467808,619.187688655,636.091978358,653.300247897, 4.2735042735, 0.182580344667, 6.03546609006,223.814396111,230.407773142,237.128936079,243.979107104,250.959508398,258.071362143,265.315890522,272.694315716,280.207859907,287.857745278,295.645194009
49,Venomoth,Confusion,Bug Buzz,26.4660412068,21.56,570.607848418,1,172,154,140,9.93377483444,22.3071679003,0.440740740741,15.3872332597,587.417458286,604.552854351,622.017152526,639.813468727,657.944918868,676.414618865,695.225684631,714.381232082,733.884377133,753.738235697, 4.2735042735, 0.253191489362, 7.14507890658,264.962390108,272.767951178,280.72479143,288.834357744,297.098096999,305.517456072,314.093881841,322.828821187,331.723720986,340.780028118,349.999189461
50,Diglett,Mud Shot,Dig,16.0637988395,1.72,27.6297340039,1,108,86,20,13.6363636364,15.4271159875,0.691063829787,14.8738878143,30.6397440885,33.796001675,37.1015187258,40.5593072031,44.1723790691,47.9437462863,51.8764208167,55.9734146228,60.2377396668,64.672407911, 2.94117647059, 0.325450901804, 5.49850610312,10.2140249371,11.3267507441,12.4935406123,13.7155079893,14.9937663225,16.3294290594,17.7236096475,19.1774215343,20.6919781672,22.2683929939,23.9077794617
50,Diglett,Mud Shot,Mud Bomb,15.4209987196,1.72,26.5241177977,1,108,86,20,13.6363636364,14.763986014,0.569640062598,14.2787025181,29.4136809779,32.4436395006,35.6168848031,38.9363083227,42.4048014965,46.0252557618,49.800562556,53.7336133163,57.8272994798,62.084512484, 2.94117647059, 0.222086638194, 4.58319929003,8.51375100116,9.44124731249,10.4138079308,11.4323609541,12.49783448,13.6111566065,14.7732554315,15.9850590528,17.2474955683,18.5614930757,19.927979673
50,Diglett,Mud Shot,Rock Tomb,14.7272727273,1.72,25.3309090909,0,108,86,20,13.6363636364,10.5280748663,0.569640062598,13.6363636364,28.0904829545,30.9841363636,34.0146306818,37.1847272727,40.4971875,43.9547727273,47.5602443182,51.3163636364,55.2258920455,59.2915909091, 2.94117647059, 0.271844660194, 4.14503400654,7.69981517055,8.53864052116,9.41822191864,10.3393987324,11.3030103318,12.3098960862,13.360895365,14.4568475376,15.5985919734,16.7869680418,18.0228151121
