PkMn, PokeName, Quick Move Name, Charge Move Name, Attack(IV0), Defense(IV0), Att*Def(IV0), Should use charge, Base Attack, Base Defense, Base Stamina, Quick Move PPS, Charge Move PPS, Charge PPS Active Fraction, Total PPS, IV10%, IV20%, IV30%, IV40%, IV50%, IV60%, IV70%, IV80%, IV90%, IV100%
35,Clefairy,Pound,Body Slam,19.3804090483,17.36,336.443901078,1,116,124,140,12.962962963,25.9650997151,0.2879746835,16.7072491796,348.612521598,361.070219296,373.820377392,386.866379102,400.211607645,413.859446239,427.813278102,442.076486451,456.652454505,471.544565481
35,Clefairy,Pound,Moonblast,18.2949102065,17.36,317.599641184,1,116,124,140,12.962962963,21.0557813911,0.3470374849,15.7714743159,329.08669593,340.846636611,352.88265695,365.19795067,377.795711495,390.679133148,403.851409354,417.315733835,431.075300315,445.133302519
35,Clefairy,Zen Headbutt,Disarming Voice,13.2571428571,17.36,230.144,0,116,124,140,11.4285714286,6.695970696,0.3470374849,11.4285714286,238.467928571,246.9896,255.711328571,264.635428571,273.764214286,283.1,292.6451,302.401828571,312.3725,322.559428571
35,Clefairy,Zen Headbutt,Body Slam,15.0437200253,17.36,261.158979639,1,116,124,140,11.4285714286,25.9267399267,0.1062308478,12.9687241597,270.604668826,280.274749363,290.171847417,300.298589153,310.657600739,321.251508342,332.082938127,343.154516262,354.468868914,366.028622248
35,Clefairy,Zen Headbutt,Moonblast,14.7597646505,17.36,256.229514333,1,116,124,140,11.4285714286,21.0174216028,0.1350906096,12.7239350435,265.496912897,274.984467348,284.694754281,294.630350294,304.793831984,315.187775947,325.814758781,336.677357082,347.778147446,359.119706472
36,Clefable,Pound,Dazzling Gleam,23.579827286,33.82,797.469758812,1,178,178,190,12.962962963,13.4193121693,0.6226175349,13.2470939809,817.36926189,837.596928603,858.155441488,879.047483082,900.275735921,921.842882542,943.751605481,966.004587275,988.60451046,1011.55405757
36,Clefable,Pound,Psychic,28.3177316802,33.82,957.705685424,1,178,178,190,12.962962963,19.9669312169,0.4206008584,15.9088380226,981.603603838,1005.89562394,1030.58496728,1055.67485538,1081.16850979,1107.06915205,1133.3800037,1160.10428628,1187.24522133,1214.80603038
36,Clefable,Pound,Moonblast,28.0732242823,33.82,949.436445228,1,178,178,190,12.962962963,21.0557813911,0.3470374849,15.7714743159,973.128018802,997.210291223,1021.68645621,1046.5597075,1071.83323881,1097.51024385,1123.59391636,1150.08745006,1176.99403868,1204.31687593
36,Clefable,Zen Headbutt,Dazzling Gleam,21.4776287658,33.82,726.373404859,1,178,178,190,11.4285714286,13.380952381,0.3265306122,12.0660835763,744.498819203,762.923140603,781.648812439,800.678278095,820.013980952,839.658364393,859.613871798,879.88294655,900.468032031,921.371571623
36,Clefable,Zen Headbutt,Psychic,23.0030769231,33.82,777.964061538,1,178,178,190,11.4285714286,19.9285714286,0.1758241758,12.9230769231,797.376833077,817.109741538,837.165403846,857.546436923,878.255457692,899.295083077,920.66793,942.376615385,964.423756154,986.811969231
36,Clefable,Zen Headbutt,Moonblast,22.6486043775,33.82,765.975800047,1,178,178,190,11.4285714286,21.0174216028,0.1350906096,12.7239350435,785.089424886,804.518253406,824.264862203,844.331827875,864.721727018,885.43713623,906.480632106,927.854791245,949.562190242,971.605405695
37,Vulpix,Quick Attack,Body Slam,10.7075147181,8.968,96.0249919917,1,106,118,76,7.5187969925,25.8289955658,0.1410488246,10.1014289793,100.56824857,105.249919979,110.072051757,115.036689445,120.145878582,125.401664707,130.806093359,136.361210078,142.069060403,147.931689873
37,Vulpix,Quick Attack,Flamethrower,10.8542020374,8.968,97.340483871,1,106,118,76,7.5187969925,19.1534871662,0.2338709677,10.2398132428,101.945980674,106.691788519,111.579980966,116.612631579,121.791813919,127.119601549,132.598068031,138.229286927,144.015331799,149.95827621
37,Vulpix,Quick Attack,Flame Charge,8.319330936,8.968,74.6077598344,1,106,118,76,7.5187969925,8.2524860538,0.4492753623,7.8484254114,78.137697079,81.7751773728,85.5217900219,89.3791243326,93.3487696108,97.4323151629,101.631350295,105.947464313,110.382246523,114.937286232
37,Vulpix,Ember,Body Slam,16.3504415011,8.968,146.630759382,1,106,118,76,11.9047619048,32.3489010989,0.1721854305,15.4249448124,153.568340404,160.717281733,168.080706919,175.661739514,183.46350307,191.489121137,199.741717267,208.224415011,216.940337921,225.892609547
37,Vulpix,Ember,Flamethrower,16.1954555861,8.968,145.240845696,1,106,118,76,11.9047619048,24.0045155993,0.2788461538,15.278731685,152.112665354,159.193841833,166.487469076,173.996641026,181.724451626,189.67399482,197.848364551,206.250654762,214.883959396,223.751372396
37,Vulpix,Ember,Flame Charge,12.619047619,8.968,113.167619048,0,106,118,76,11.9047619048,10.3782642089,0.2788461538,11.9047619048,118.521949405,124.039404762,129.722395833,135.573333333,141.594627976,147.788690476,154.157931548,160.704761905,167.431592262,174.340833333
38,Ninetales,Feint Attack,Heat Wave,23.8216279892,28.324,674.723791165,1,176,194,146,11.5384615385,21.3410931174,0.2036753446,13.5350159029,692.780906637,711.15504602,729.848950153,748.865359877,768.207016034,787.876659464,807.877031007,828.210871504,848.880921797,869.889922725
38,Ninetales,Feint Attack,Flamethrower,24.1204170656,28.324,683.186692967,1,176,194,146,11.5384615385,19.2539787798,0.2807745505,13.7047824237,701.470294592,720.074896482,739.003273858,758.258201936,777.842455937,797.758811077,818.010042576,838.598925652,859.528235523,880.800747408
38,Ninetales,Feint Attack,Fire Blast,25.3095008985,28.324,716.866303449,1,176,194,146,11.5384615385,24.6787054409,0.2162773173,14.3803982378,736.051246665,755.573014758,775.434519759,795.6386737,816.18838861,837.086576521,858.336149462,879.940019466,901.901098561,924.222298779
38,Ninetales,Ember,Heat Wave,26.1849037487,28.324,741.661213779,1,176,194,146,11.9047619048,26.6134085213,0.2021276596,14.8777862209,761.509724168,781.706709505,802.255182541,823.158156028,844.418642719,866.039655363,888.024206715,910.375309524,933.095976543,956.189220523
38,Ninetales,Ember,Flamethrower,26.8905677656,28.324,761.648441392,1,176,194,146,11.9047619048,24.0045155993,0.2788461538,15.278731685,782.031854628,802.773133957,823.875373322,845.341666667,867.175107933,889.378791066,911.955810007,934.9092587,958.242231088,981.957821114
38,Ninetales,Ember,Fire Blast,28.0855148342,28.324,795.494122164,1,176,194,146,11.9047619048,30.7854239257,0.2146596859,15.9576788831,816.783321403,838.446289376,860.486257513,882.906457243,905.710119996,928.900477203,952.480760294,976.454200698,1000.82402985,1025.59347917
39,Jigglypuff,Pound,Disarming Voice,15.8796296296,12.42,197.225,0,98,54,230,16.2037037037,8.4179131054,0.2146596859,16.2037037037,207.148289931,217.353402778,227.843619792,238.622222222,249.692491319,261.057708333,272.721154514,284.686111111,296.955859375,309.533680556
39,Jigglypuff,Pound,Body Slam,20.466380245,12.42,254.192442642,1,98,54,230,16.2037037037,32.4563746439,0.2879746835,20.8840614744,266.982024625,280.134832647,293.65509573,307.547042897,321.814903171,336.462905574,351.495279129,366.916252857,382.730055781,398.940916925
39,Jigglypuff,Pound,Play Rough,19.2057909522,12.42,238.535923626,1,98,54,230,16.2037037037,24.1119891443,0.4291754757,19.5977458695,250.537754677,262.880439522,275.567946707,288.604244773,301.993302265,315.739087727,329.845569701,344.316716731,359.156497361,374.368880135
39,Jigglypuff,Feint Attack,Disarming Voice,11.3076923077,12.42,140.441538462,0,98,54,230,11.5384615385,6.6987179487,0.4291754757,11.5384615385,147.507793269,154.774730769,162.2446875,169.92,177.803004808,185.896038462,194.2014375,202.721538462,211.458677885,220.415192308
39,Jigglypuff,Feint Attack,Body Slam,13.7553560076,12.42,170.841521615,1,98,54,230,11.5384615385,25.9294871795,0.173553719,14.0360775588,179.437338327,188.277277519,197.364181495,206.700892562,216.290253025,226.135105189,236.238291361,246.602653846,257.23103495,268.126276979
39,Jigglypuff,Feint Attack,Play Rough,13.4306867752,12.42,166.809129748,1,98,54,230,11.5384615385,19.2539787798,0.2807745505,13.7047824237,175.202058421,183.833347522,192.70577227,201.822107884,211.185129581,220.79761258,230.662332099,240.782063358,251.159581574,261.797661965
40,Wigglytuff,Pound,Dazzling Gleam,27.8188973599,30.24,841.243456163,1,168,108,280,16.2037037037,16.7741402116,0.6226175349,16.5588674761,865.152867007,889.479933887,914.228009972,939.400448433,965.000602441,991.031825167,1017.49746978,1044.40088945,1071.74543736,1099.53446666
40,Wigglytuff,Pound,Hyper Beam,36.6047128589,30.24,1106.92651685,1,168,108,280,16.2037037037,30.4050925926,0.393258427,21.7885195589,1138.38704195,1170.39712798,1202.96118713,1236.08363155,1269.76887344,1304.02132496,1338.8453983,1374.24550562,1410.2260591,1446.79147092
40,Wigglytuff,Pound,Play Rough,32.9242130608,30.24,995.62820296,1,168,108,280,16.2037037037,24.1119891443,0.4291754757,19.5977458695,1023.92546171,1052.71702461,1082.0068602,1111.79893702,1142.09722361,1172.90568852,1204.2283003,1236.06902748,1268.43183862,1301.32070224
40,Wigglytuff,Feint Attack,Dazzling Gleam,20.8149355353,30.24,629.443650587,1,168,108,280,11.5384615385,13.3836996337,0.461393597,12.3898425805,647.333390751,665.535633719,684.052888435,702.887663842,722.042468882,741.5198125,761.322203638,781.452151239,801.912164246,822.704751603
40,Wigglytuff,Feint Attack,Hyper Beam,24.7781405645,30.24,749.29097067,1,168,108,280,11.5384615385,24.2884615385,0.2517985612,14.7488931931,770.58695286,792.254939008,814.297915766,836.718869784,859.520787714,882.706656205,906.279461909,930.242191478,954.59783156,979.349368809
40,Wigglytuff,Feint Attack,Play Rough,23.0240344718,30.24,696.246802426,1,168,108,280,11.5384615385,19.2539787798,0.2807745505,13.7047824237,716.03518916,736.169244769,756.651744472,777.485463485,798.673177029,820.217660322,842.121688581,864.388037025,887.019480873,910.018795344
41,Zubat,Quick Attack,Poison Fang,7.6677176813,7.2,55.2075673054,1,88,90,80,7.5187969925,10.6046365915,0.3870967742,8.7133155469,58.1547482643,61.2048552632,64.3596527483,67.6209051661,70.9903769631,74.4698325855,78.0610364798,81.7657530924,85.5857468697,89.5227822581
41,Zubat,Quick Attack,Air Cutter,7.5227198431,7.2,54.1635828702,1,88,90,80,7.5187969925,10.030758715,0.4099378882,8.5485452762,57.0550321388,60.0474610984,63.1426008295,66.3421824126,69.6479369279,73.061595456,76.5848890773,80.2195488722,83.9673059211,87.8298913043
41,Zubat,Quick Attack,Sludge Bomb,9.2303485988,7.2,66.4585099111,1,88,90,80,7.5187969925,21.3418160787,0.2148760331,10.4890324986,70.0063071522,73.6780060896,77.4757307525,81.4016051699,85.457753371,89.6462993848,93.9693672404,98.4290809669,103.027564593,107.766942149
41,Zubat,Bite,Poison Fang,10.56,7.2,76.032,0,88,90,80,12,10.7166666667,0.2148760331,12,80.090865,84.29148,88.636275,93.12768,97.768125,102.56004,107.505855,112.608,117.868905,123.291
41,Zubat,Bite,Air Cutter,10.56,7.2,76.032,0,88,90,80,12,10.5909090909,0.2148760331,12,80.090865,84.29148,88.636275,93.12768,97.768125,102.56004,107.505855,112.608,117.868905,123.291
41,Zubat,Bite,Sludge Bomb,14.0649259259,7.2,101.267466667,1,88,90,80,12,21.4538461538,0.4212962963,15.9828703704,106.673492762,112.268316514,118.055174453,124.037303111,130.217939019,136.600318708,143.18767871,149.983255556,156.990285776,164.212005903
42,Golbat,Wing Attack,Poison Fang,24.6,24.6,605.16,0,164,164,150,15,13.3958333333,0.4212962963,15,622.44343125,640.05255,657.99039375,676.26,694.86440625,713.80665,733.08976875,752.7168,772.69078125,793.01475
42,Golbat,Wing Attack,Air Cutter,24.6,24.6,605.16,0,164,164,150,15,13.2386363636,0.4212962963,15,622.44343125,640.05255,657.99039375,676.26,694.86440625,713.80665,733.08976875,752.7168,772.69078125,793.01475
42,Golbat,Wing Attack,Ominous Wind,24.6,24.6,605.16,0,164,164,150,15,12.4717741935,0.4212962963,15,622.44343125,640.05255,657.99039375,676.26,694.86440625,713.80665,733.08976875,752.7168,772.69078125,793.01475
42,Golbat,Bite,Poison Fang,19.68,24.6,484.128,0,164,164,150,12,10.7166666667,0.4212962963,12,497.954745,512.04204,526.392315,541.008,555.891525,571.04532,586.471815,602.17344,618.152625,634.4118
42,Golbat,Bite,Air Cutter,19.68,24.6,484.128,0,164,164,150,12,10.5909090909,0.4212962963,12,497.954745,512.04204,526.392315,541.008,555.891525,571.04532,586.471815,602.17344,618.152625,634.4118
42,Golbat,Bite,Ominous Wind,19.68,24.6,484.128,0,164,164,150,12,9.9774193548,0.4212962963,12,497.954745,512.04204,526.392315,541.008,555.891525,571.04532,586.471815,602.17344,618.152625,634.4118
43,Oddish,Razor Leaf,Seed Bomb,20.191842014,11.7,236.244551564,1,134,130,90,12.9310344828,21.1566091954,0.2598607889,15.0685388164,245.672917466,255.34437657,265.261980256,275.428779902,285.847826889,296.522172594,307.454868397,318.648965677,330.107515814,341.833570186
43,Oddish,Razor Leaf,Sludge Bomb,21.0475088393,11.7,246.25585342,1,134,130,90,12.9310344828,26.7655835544,0.2006615215,15.7070961487,256.083763846,266.165069001,276.502949572,287.100586245,297.961159708,309.087850647,320.483839749,332.152307703,344.096435193,356.319402908
43,Oddish,Razor Leaf,Moonblast,20.2737912671,11.7,237.203357826,1,134,130,90,12.9310344828,26.2379100084,0.1652274036,15.1296949755,246.66998906,256.380700098,266.338554704,276.54661664,287.00794967,297.725617557,308.702684065,319.942212956,331.447267994,343.220912943
43,Oddish,Acid,Seed Bomb,19.9893100097,11.7,233.874927114,1,134,130,90,11.9047619048,21.130952381,0.3265306122,14.9173955296,243.20872285,252.783173469,262.601299745,272.666122449,282.980662354,293.547940233,304.370976859,315.452793003,326.796409439,338.404846939
43,Oddish,Acid,Sludge Bomb,21.0697784064,11.7,246.516407355,1,134,130,90,11.9047619048,26.7399267399,0.2574257426,15.7237152287,256.354716319,266.446688119,276.795506807,287.404356436,298.276421057,309.414884724,320.822931489,332.503745403,344.46051052,356.696410891
43,Oddish,Acid,Moonblast,20.0678446771,11.7,234.793782723,1,134,130,90,11.9047619048,26.212253194,0.2146596859,14.9760034904,244.164249386,253.776316427,263.633016484,273.737382199,284.092446212,294.701241165,305.566799697,316.69215445,328.080338064,339.734383181
44,Gloom,Razor Leaf,Petal Blizzard,25.8362068966,18.96,489.854482759,1,162,158,120,12.9310344828,25.7139008621,0.2360379347,15.9482758621,505.322296875,521.109116379,537.218170797,553.652689655,570.415902478,587.511038793,604.941328125,622.71,640.820283944,659.275409483
44,Gloom,Razor Leaf,Sludge Bomb,25.4454957609,18.96,482.446599627,1,162,158,120,12.9310344828,26.7655835544,0.2006615215,15.7070961487,497.680499871,513.228581305,529.094024617,545.280010493,561.789719621,578.626332688,595.79303038,613.292993385,631.129402389,649.30543808
44,Gloom,Razor Leaf,Moonblast,24.5101058603,18.96,464.711607111,1,162,158,120,12.9310344828,26.2379100084,0.1652274036,15.1296949755,479.385501113,494.362026839,509.644248052,525.235228515,541.138031992,557.355722245,573.891363038,590.748018135,607.928751297,625.43662629
44,Gloom,Acid,Petal Blizzard,25.9636181575,18.96,492.270200267,1,162,158,120,11.9047619048,25.6882440476,0.2990654206,16.0269247886,507.814293913,523.678966121,539.867462346,556.383028037,573.228908649,590.408349633,607.924596441,625.780894526,643.98048934,662.526626335
44,Gloom,Acid,Sludge Bomb,25.4724186704,18.96,482.957057992,1,162,158,120,11.9047619048,26.7399267399,0.2574257426,15.7237152287,498.207076644,513.771608911,529.653838844,545.856950495,562.384127917,579.238555163,596.423416284,613.941895332,631.797176361,649.992443423
44,Gloom,Acid,Moonblast,24.2611256545,18.96,459.990942408,1,162,158,120,11.9047619048,26.212253194,0.2146596859,14.9760034904,474.515775074,489.340165249,504.467145574,519.899748691,535.64100724,551.693953861,568.061621196,584.747041885,601.753248568,619.083273887
45,Vileplume,Razor Leaf,Petal Blizzard,32.2155172414,28.5,918.142241379,1,202,190,150,12.9310344828,25.7139008621,0.2360379347,15.9482758621,941.585070582,965.420107759,989.650582435,1014.27972414,1039.31076239,1064.74692672,1090.59144666,1116.84755172,1143.51847144,1170.60743534
45,Vileplume,Razor Leaf,Solar Beam,33.0780730138,28.5,942.725080894,1,202,190,150,12.9310344828,30.93552076,0.191299498,16.3752836702,966.79558115,991.26879057,1016.14802515,1041.43660088,1067.13783376,1093.25503979,1119.79153495,1146.75063524,1174.13565667,1201.94991521
45,Vileplume,Razor Leaf,Moonblast,30.5619838505,28.5,871.016539739,1,202,190,150,12.9310344828,26.2379100084,0.1652274036,15.1296949755,893.256113362,915.867764009,938.854555442,962.219551426,985.965815724,1010.0964121,1034.61440431,1059.52285613,1084.82483131,1110.52339362
45,Vileplume,Acid,Petal Blizzard,32.374388073,28.5,922.67006008,1,202,190,150,11.9047619048,25.6882440476,0.2990654206,16.0269247886,946.228497601,970.18107727,994.531044539,1019.28164486,1044.43612369,1069.99772647,1095.96969866,1122.35528571,1149.15773308,1176.38028621
45,Vileplume,Acid,Solar Beam,33.5005084949,28.5,954.764492103,1,202,190,150,11.9047619048,30.9098639456,0.2462311558,16.584410146,979.142393379,1003.92814676,1029.12511059,1054.73664322,1080.76610298,1107.21684821,1134.09223727,1161.3956285,1189.13038023,1217.29985082
45,Vileplume,Acid,Moonblast,30.2515270506,28.5,862.168520942,1,202,190,150,11.9047619048,26.212253194,0.2146596859,14.9760034904,884.182179033,906.56413449,929.317419953,952.445068063,975.950111461,999.835582788,1024.10451468,1048.75993979,1073.80489075,1099.2424002
46,Paras,Scratch,Cross Poison,18.0745652174,8.4,151.826347826,1,122,120,70,12,18.1666666667,0.4565217391,14.8152173913,158.948819144,166.282296196,173.829779062,181.594267826,189.578762568,197.78626337,206.219770312,214.882283478,223.776802948,232.906328804
46,Paras,Scratch,X Scissor,17.4948782051,8.4,146.956976923,1,122,120,70,12,16.9666666667,0.4711538462,14.3400641026,153.851016516,160.949294471,168.254714653,175.770180923,183.498597145,191.442867183,199.605894898,207.990584154,216.599838814,225.43656274
46,Paras,Scratch,Seed Bomb,17.696960961,8.4,148.654472072,1,122,120,70,12,16.9666666667,0.5045045045,14.5057057057,155.628144486,162.808414414,170.198219261,177.800496432,185.618183333,193.654217369,201.911535946,210.393076468,219.101776342,228.040572973
46,Paras,Bug Bite,Cross Poison,22.0569923372,8.4,185.278735632,1,122,120,70,13.8888888889,22.5694444444,0.4827586207,18.0795019157,193.970523976,202.919809626,212.130253682,221.605517241,231.349261404,241.36514727,251.656835938,262.227988506,273.082266074,284.223329741
46,Paras,Bug Bite,X Scissor,21.3697828539,8.4,179.506175973,1,122,120,70,13.8888888889,21.1805555556,0.4974619289,17.516215454,187.927162238,196.597623202,205.521105898,214.70115736,224.141324622,233.845154717,243.816194678,254.05799154,264.574092336,275.368044099
46,Paras,Bug Bite,Seed Bomb,21.6664033702,8.4,181.99778831,1,122,120,70,13.8888888889,21.1805555556,0.5308056872,17.7593470247,190.535660989,199.326471169,208.373815117,217.6812891,227.252489386,237.091012243,247.20045394,257.584410742,268.24647892,279.190254739
47,Parasect,Bug Bite,Cross Poison,29.2887931034,20.4,597.49137931,1,162,170,120,13.8888888889,22.5694444444,0.4827586207,18.0795019157,615.948810614,634.777640086,653.981528825,673.564137931,693.529128502,713.880161638,734.620898438,755.755,777.286127425,799.21794181
47,Parasect,Bug Bite,X Scissor,28.3762690355,20.4,578.875888325,1,162,170,120,13.8888888889,21.1805555556,0.4974619289,17.516215454,596.758258368,615.000455266,633.606026055,652.578517766,671.921477435,691.638452094,711.732988777,732.208634518,753.06893635,774.317441307
47,Parasect,Bug Bite,Solar Beam,34.4614596469,20.4,703.013776797,1,162,170,120,13.8888888889,30.9594671202,0.4325346784,21.2725059549,724.730957898,746.885129453,769.480599144,792.521674653,816.012663664,839.957873857,864.361612917,889.228188525,914.561908363,940.367080115
47,Parasect,Fury Cutter,Cross Poison,28.3409598214,20.4,578.155580357,1,162,170,120,9.375,22.0052083333,0.6428571429,17.4944196429,596.015698975,614.235196708,632.817616176,651.7665,671.085390799,690.777831194,710.847363804,731.29753125,752.131876151,773.353941127
47,Parasect,Fury Cutter,X Scissor,27.6183105469,20.4,563.413535156,1,162,170,120,9.375,21.0677083333,0.65625,17.0483398437,580.818249234,598.573178833,616.681776242,635.14749375,653.973783646,673.164098218,692.721889755,712.650610547,732.953712881,753.634649048
47,Parasect,Fury Cutter,Solar Beam,35.88892333,20.4,732.134035931,1,162,170,120,9.375,30.846619898,0.5951417004,22.1536563765,754.750786802,777.822629159,801.354049118,825.349532794,849.813566301,874.750635757,900.165227276,926.061826974,952.444920965,979.318995366
48,Venonat,Bug Bite,Psybeam,15,14.16,212.4,0,108,118,120,13.8888888889,13.5051169591,0.5951417004,13.8888888889,220.81359375,229.44625,238.30078125,247.38,256.68671875,266.22375,275.99390625,286,296.24484375,306.73125
48,Venonat,Bug Bite,Dazzling Gleam,17.0288135593,14.16,241.128,1,108,118,120,13.8888888889,16.7162698413,0.6644067797,15.7674199623,250.679567956,260.479827542,270.531971663,280.83919322,291.404685117,302.231640254,313.323251536,324.682711864,336.313214142,348.217951271
48,Venonat,Bug Bite,Shadow Ball,18.0193628124,14.16,255.154177424,1,108,118,120,13.8888888889,18.6102092352,0.5921450151,16.6845951967,265.261350646,275.631681647,286.268549055,297.175331502,308.355407619,319.812156035,331.548955382,343.56918429,355.876221389,368.47344531
48,Venonat,Confusion,Psybeam,11.1038762562,14.16,157.230887788,1,108,118,120,9.9337748344,10.7746601603,0.4133644134,10.2813669039,163.459121379,169.84951783,176.404159117,183.125127217,190.014504107,197.074371764,204.306812164,211.713907285,219.297739102,227.060389594
48,Venonat,Confusion,Dazzling Gleam,12.0949820833,14.16,171.2649463,1,108,118,120,9.9337748344,13.3435824661,0.3710715638,11.1990574846,178.049097344,185.009885523,192.149578644,199.470444519,206.974750954,214.664765761,222.542756747,230.610991722,238.871738496,247.327264877
48,Venonat,Confusion,Shadow Ball,12.3348178878,14.16,174.661021291,1,108,118,120,9.9337748344,14.8587339813,0.3020030817,11.4211276738,181.579697736,188.678513919,195.959782615,203.425816605,211.078928666,218.921431576,226.955638115,235.18386106,243.608413189,252.231607282
49,Venomoth,Bug Bite,Poison Fang,23.8888888889,21.56,515.044444444,0,172,154,140,13.8888888889,13.3680555556,0.3020030817,13.8888888889,530.217204861,545.684027778,561.447725694,577.511111111,593.876996528,610.548194444,627.527517361,644.817777778,662.421788194,680.342361111
49,Venomoth,Bug Bite,Psychic,32.7067827923,21.56,705.158237002,1,172,154,140,13.8888888889,24.9007936508,0.4655581948,19.0155713909,725.931584043,747.107538269,768.689950333,790.682670889,813.089550591,835.91444009,859.16119004,882.833651095,906.935673908,931.471109132
49,Venomoth,Bug Bite,Bug Buzz,32.2299973418,21.56,694.87874269,1,172,154,140,13.8888888889,22.4060457516,0.5693779904,18.7383705476,715.349264788,736.216525037,757.484317955,779.156438065,801.236679885,823.728837935,846.636706736,869.964080808,893.71475467,917.892522844
49,Venomoth,Confusion,Poison Fang,17.5356629562,21.56,378.068893335,1,172,154,140,9.9337748344,10.6650110375,0.3574468085,10.1951528815,389.206473405,400.559910349,412.131268687,423.922612935,435.936007613,448.17351724,460.637206333,473.329139411,486.251380993,499.405995597
49,Venomoth,Confusion,Psychic,20.6159010035,21.56,444.478825635,1,172,154,140,9.9337748344,19.8912015137,0.2060988433,11.9859889555,457.572784427,470.92051657,484.524449227,498.387009561,512.510624735,526.89772191,541.55072825,556.472070919,571.664177077,587.129473889
49,Venomoth,Confusion,Bug Buzz,20.9568435293,21.56,451.829546491,1,172,154,140,9.9337748344,17.8954031944,0.2826603325,12.1842113542,465.140051113,478.708525949,492.537438303,506.629255478,520.986444776,535.6114735,550.506808953,565.674918438,581.118269257,596.839328713
50,Diglett,Mud Shot,Dig,16.0637988395,1.72,27.6297340039,1,108,86,20,13.6363636364,15.4271159875,0.6910638298,14.8738878143,30.6397440885,33.796001675,37.1015187258,40.5593072031,44.1723790691,47.9437462863,51.8764208167,55.9734146228,60.2377396668,64.672407911
50,Diglett,Mud Shot,Mud Bomb,15.4209987196,1.72,26.5241177977,1,108,86,20,13.6363636364,14.763986014,0.5696400626,14.2787025181,29.4136809779,32.4436395006,35.6168848031,38.9363083227,42.4048014965,46.0252557618,49.800562556,53.7336133163,57.8272994798,62.084512484
50,Diglett,Mud Shot,Rock Tomb,14.7272727273,1.72,25.3309090909,0,108,86,20,13.6363636364,12.7339572193,0.5696400626,13.6363636364,28.0904829545,30.9841363636,34.0146306818,37.1847272727,40.4971875,43.9547727273,47.5602443182,51.3163636364,55.2258920455,59.2915909091
50,Diglett,Scratch,Dig,13.2433345009,1.72,22.7785353415,1,108,86,20,12,12.3689655172,0.711033275,12.2623467601,25.2600511274,27.8621364378,30.587274398,33.4379481331,36.4166407684,39.5258354291,42.7680152404,46.1456633275,49.6612628157,53.3172968301
50,Diglett,Scratch,Mud Bomb,12.96,1.72,22.2912,0,108,86,20,12,11.8384615385,0.711033275,12,24.719625,27.26604,29.932875,32.72256,35.637525,38.6802,41.853015,45.1584,48.598785,52.1766
50,Diglett,Scratch,Rock Tomb,12.96,1.72,22.2912,0,108,86,20,12,10.3235294118,0.711033275,12,24.719625,27.26604,29.932875,32.72256,35.637525,38.6802,41.853015,45.1584,48.598785,52.1766
51,Dugtrio,Sucker Punch,Earthquake,18.8273732719,9.8,184.508258065,1,148,140,70,10,24.0595238095,0.1935483871,12.7211981567,192.411795366,200.522847212,208.843989646,217.37779871,226.126850446,235.093720899,244.280986109,253.69122212,263.327004974,273.190910714
51,Dugtrio,Sucker Punch,Mud Bomb,15.7866666667,9.8,154.709333333,1,148,140,70,10,11.7884615385,0.3727598566,10.6666666667,161.336413333,168.137493333,175.114733333,182.270293333,189.606333333,197.125013333,204.828493333,212.718933333,220.798493333,229.069333333
51,Dugtrio,Sucker Punch,Stone Edge,18.877184466,9.8,184.996407767,1,148,140,70,10,28.3064516129,0.1504854369,12.7548543689,192.920855294,201.053366383,209.396523893,217.95291068,226.725109603,235.715703519,244.927275288,254.362407767,264.023683814,273.913686286
51,Dugtrio,Mud Shot,Earthquake,28.6710146489,9.8,280.975943559,1,148,140,70,13.6363636364,30.1028138528,0.3483412322,19.3723071952,293.011740081,305.363547364,318.0352883,331.030885782,344.354262702,358.009341951,372.000046423,386.330299009,401.004022602,416.025140093
51,Dugtrio,Mud Shot,Mud Bomb,21.1324797268,9.8,207.098301323,1,148,140,70,13.6363636364,14.763986014,0.5696400626,14.2787025181,215.969498562,225.073617136,234.413548482,243.992184038,253.81241524,263.877133525,274.189230332,284.751597098,295.567125259,306.638706253
51,Dugtrio,Mud Shot,Stone Edge,29.4066018727,9.8,288.184698352,1,148,140,70,13.6363636364,35.6671554252,0.2829204694,19.8693255897,300.529286811,313.197993644,326.194842389,339.523856584,353.189059768,367.19447548,381.544127258,396.242038639,411.292233164,426.698734369
52,Meowth,Scratch,Night Slash,16.0781847134,7.52,120.907949045,1,104,94,80,15,15.7638888889,0.601910828,15.4597929936,126.945442678,133.179468929,139.613158407,146.24964172,153.092049475,160.143512281,167.407160746,174.886125478,182.583537084,190.502526174
52,Meowth,Scratch,Dark Pulse,16.498902439,7.52,124.071746341,1,104,94,80,15,16.4464285714,0.5975609756,15.8643292683,130.26722302,136.664374985,143.266414762,150.076554878,157.09800786,164.333986235,171.787702529,179.462369268,187.361198981,195.487404192
52,Meowth,Scratch,Body Slam,21.1096547884,7.52,158.744604009,1,104,94,80,15,32.4262820513,0.3040089087,20.2977449889,166.671456987,174.856345049,183.303378487,192.016667595,201.000322666,210.258453994,219.795171871,229.614586592,239.72080845,250.117947738
52,Meowth,Bite,Night Slash,12.8625477707,7.52,96.7263592357,1,104,94,80,12,12.6111111111,0.601910828,12.3678343949,101.556354142,106.543575143,111.690526726,116.999713376,122.47363958,128.114809825,133.925728597,139.908900382,146.066829668,152.402020939
