PkMn, PokeName, Quick Move Name, Charge Move Name, Attack, Defense, Att*Def, Should use charge, Base Attack, Base Defense, Base Stamina, Quick Move PPS, Charge Move PPS, Charge PPS Active Fraction, Total PPS, IV10%, IV20%, IV30%, IV40%, IV50%, IV60%, IV70%, IV80%, IV90%, IV100%, Defender Quick Move PPS, Defender Charge PPS Active Fraction, Defender Total PPS, D_IV0%, D_IV10%, D_IV20%, D_IV30%, D_IV40%, D_IV50%, D_IV60%, D_IV70%, D_IV80%, D_IV90%, D_IV100%
24,Arbok,Acid,Gunk Shot,25.3611111111,19.92,505.193333333,1,166,166,120,11.9047619048,27.0833333333,0.222222222222,15.2777777778,520.794140625,536.708791667,552.940380208,569.492,586.366744792,603.567708333,621.097984375,638.960666667,657.158848958,675.695625, 4.09836065574, 0.089552238806, 5.42910447761,179.525283582,185.069179688,190.724603172,196.492653428,202.374429851,208.371031833,214.483558769,220.713110051,227.060785075,233.527683232,240.114903918
25,Pikachu,Thunder Shock,Discharge,17.3304020101,7.56,131.017839196,1,124,108,70,10.4166666667,17.5,0.502512562814,13.9761306533,137.325389251,143.825705088,150.521616873,157.415954774,164.511548956,171.811229585,179.317826829,187.034170854,194.963091826,203.107419912, 2.40384615385, 0.189035916824, 4.26512287335,39.9829678639,41.9078551365,43.8915691163,45.9349734907,48.0389319471,50.2043081728,52.4319658554,54.7227686821,57.0775803403,59.4972645174,61.9826849008
25,Pikachu,Thunder Shock,Thunderbolt,20.726744186,7.56,156.694186047,1,124,108,70,10.4166666667,25.462962963,0.418604651163,16.7151162791,164.237864281,172.012085756,180.020235283,188.265697674,196.75185774,205.482100291,214.459810138,223.688372093,233.171170967,242.91159157, 2.40384615385, 0.142480211082, 4.60092348285,43.1308970976,45.2073341235,47.3472293865,49.5515145737,51.821121372,54.1569814685,56.5600265501,59.0311883039,61.5713984169,64.181588576,66.8626904683
25,Pikachu,Thunder Shock,Thunder,21.3453389831,7.56,161.370762712,1,124,108,70,10.4166666667,29.0697674419,0.364406779661,17.2139830508,169.139583885,177.145828919,185.392983647,193.884533898,202.623965506,211.614764301,220.860416115,230.36440678,240.130222127,250.161347987, 2.40384615385, 0.116847826087, 4.50067934783,42.1911684783,44.2223644489,46.3156360394,48.4718946374,50.6920516304,52.9770184061,55.3277063519,57.7450268555,60.2298913043,62.7832110861,65.4058975883
25,Pikachu,Quick Attack,Discharge,14.3483556638,7.56,108.473568819,1,124,108,70,7.51879699248,17.5,0.406008932197,11.5712545676,113.695777253,119.077582217,124.621326888,130.329354446,136.204008069,142.247630938,148.46256623,154.851157125,161.415746803,168.158678441, 3.003003003, 0.214454214025, 4.98606047609,46.741325327,48.9915780479,51.3106010079,53.6994038843,56.1589963543,58.6903880951,61.294588784,63.9726080983,66.7254557152,69.5541413119,72.4596745657
25,Pikachu,Quick Attack,Thunderbolt,16.6127401416,7.56,125.59231547,1,124,108,70,7.51879699248,25.462962963,0.32760364004,13.3973710819,131.638666266,137.869800303,144.288430549,150.89726997,157.699031534,164.69642821,171.892172965,179.288978766,186.889558582,194.696625379, 3.003003003, 0.162895927602, 5.41729512318,50.7838914027,53.2287640931,55.7483548265,58.3437606052,61.0160784314,63.7664053073,66.5958382353,69.5054742176,72.4964102564,75.5697433541,78.7265705128
25,Pikachu,Quick Attack,Thunder,16.7930660888,7.56,126.955579632,1,124,108,70,7.51879699248,29.0697674419,0.279523293608,13.5427952329,133.06756162,139.366332611,145.854635022,152.535211268,159.410803765,166.48415493,173.758007178,181.235102925,188.918184588,196.809994583, 3.003003003, 0.134165366615, 5.33021320853,49.967550702,52.3731225624,54.8522113885,57.4058965484,60.0352574103,62.7413733424,65.5253237129,68.38818789,71.3310452418,74.3549751365,77.4610569423
26,Raichu,Thunder Shock,Brick Break,27.3773006135,18.48,505.932515337,1,200,154,120,10.4166666667,18.75,0.39263803681,13.6886503067,521.125531202,536.613297929,552.398587471,568.484171779,584.872822805,601.5673125,618.570412816,635.884895706,653.513533119,671.459097009, 2.40384615385, 0.129817444219, 3.79563894523,140.286815416,144.499590337,148.794094853,153.171097582,157.63136714,162.175672144,166.804781212,171.51946296,176.320486004,181.208618962,186.184630451
26,Raichu,Thunder Shock,Thunder Punch,31.0897435897,18.48,574.538461538,1,200,154,120,10.4166666667,20.8333333333,0.492307692308,15.5448717949,591.791695312,609.379649038,627.305470553,645.572307692,664.183308293,683.141620192,702.450391226,722.112769231,742.131902043,762.5109375, 2.40384615385, 0.182857142857, 4.63095238095,171.16,176.299888259,181.5394925,186.879750491,192.3216,197.865978795,203.513824643,209.266075312,215.123668571,221.087542187,227.158633929
26,Raichu,Thunder Shock,Thunder,34.4279661017,18.48,636.228813559,1,200,154,120,10.4166666667,29.0697674419,0.364406779661,17.2139830508,655.33459183,674.811030191,694.661614473,714.889830508,735.499164129,756.493101165,777.87512745,799.648728814,821.817391088,844.384600106, 2.40384615385, 0.116847826087, 4.50067934783,166.345108696,171.340407078,176.432616338,181.622647864,186.911413043,192.299823263,197.788789912,203.379224376,209.072038043,214.868142302,220.768448539
26,Raichu,Spark,Brick Break,29.4568245125,18.48,544.362116992,1,200,154,120,12.5,18.75,0.356545961003,14.7284122563,560.709163344,577.373349234,594.357657164,611.665069638,629.298569159,647.261138231,665.555759358,684.185415042,703.153087787,722.461760097, 3.24074074074, 0.125613346418, 4.48233562316,165.667124632,170.642063337,175.713517934,180.882396096,186.149605496,191.516053806,196.9826487,202.55029785,208.21990893,213.992389613,219.868647571
26,Raichu,Spark,Thunder Punch,32.5650118203,18.48,601.80141844,1,200,154,120,12.5,20.8333333333,0.45390070922,16.2825059102,619.873351396,638.295887411,657.072323692,676.205957447,695.700085882,715.558006206,735.783015625,756.378411348,777.347490581,798.693550532, 3.24074074074, 0.17728531856, 5.25161588181,194.099722992,199.928484894,205.870327216,211.926313409,218.097506925,224.384971217,230.789769737,237.312965937,243.955623269,250.718805185,257.603575139
26,Raichu,Spark,Thunder,35.9195402299,18.48,663.793103448,1,200,154,120,12.5,29.0697674419,0.329501915709,17.9597701149,683.726629849,704.046875,724.757475754,745.862068966,767.364291487,789.267780172,811.576171875,834.293103448,857.422211746,880.967133621, 3.24074074074, 0.113009198423, 5.1741130092,191.23521682,196.977958381,202.832111531,208.798724027,214.878843627,221.073518089,227.383795171,233.810722631,240.355348226,247.018719715,253.801884855
27,Sandshrew,Scratch,Dig,12.7749562172,11.4,145.634500876,1,90,114,100,12.0,15.0862068966,0.711033274956,14.1943957968,152.260072231,159.082697285,166.105250405,173.330605954,180.761638299,188.401221804,196.252230834,204.317539755,212.600022931,221.102554729, 2.4, 0.329813160032, 5.09138911454,52.2376523152,54.6141791049,57.061387104,59.5803073187,62.1719707555,64.8374084205,67.5776513201,70.3937304605,73.2866768481,76.2575214891,79.3072953899
27,Sandshrew,Scratch,Rock Slide,12.6786632391,11.4,144.536760925,1,90,114,100,12.0,15.625,0.575835475578,14.087403599,151.112391131,157.883589717,164.853209383,172.024102828,179.399122751,186.981121851,194.772952828,202.77746838,210.997521208,219.43596401, 2.4, 0.213536701621, 4.22306959009,43.3286939943,45.2999120234,47.329756816,49.4190835439,51.5687473785,53.7796034914,56.0525070543,58.3883132388,60.7878772164,63.2520541587,65.7816992374
27,Sandshrew,Scratch,Rock Tomb,10.8,11.4,123.12,0,90,114,100,12.0,8.82352941176,0.575835475578,12.0,128.721285,134.48916,140.426055,146.5344,152.816625,159.27516,165.912435,172.73088,179.732925,186.921, 2.4, 0.275782155272, 3.44148319815,35.309617613,36.9160116309,38.5701820394,40.2728257387,42.0246396292,43.8263206112,45.6785655852,47.5820714513,49.5375351101,51.5456534618,53.6071234067
27,Sandshrew,Mud Shot,Dig,13.1744680851,11.4,150.18893617,1,90,114,100,13.6363636364,15.0862068966,0.691063829787,14.6382978723,157.021709362,164.057698723,171.299868511,178.751182979,186.414606383,194.293102979,202.389637021,210.707172766,219.248674468,228.017106383, 2.94117647059, 0.325450901804, 5.42084168337,55.6178356713,58.148142272,60.7537037074,63.4356176979,66.1949819639,69.032894226,71.9504522044,74.9487536197,78.0288961924,81.1919776428,84.4390956914
27,Sandshrew,Mud Shot,Rock Slide,13.261405672,11.4,151.180024661,1,90,114,100,13.6363636364,15.625,0.552404438964,14.7348951911,158.057886945,165.140306412,172.430266877,179.930752158,187.64474607,195.575232429,203.725195052,212.097617756,220.695484356,229.521778668, 2.94117647059, 0.210229938996, 4.62224307837,47.424213984,49.5817557191,51.8034657438,54.0902800622,56.4431346786,58.8629655971,61.3507088221,63.9073003578,66.5336762084,69.230772378,71.999524871
27,Sandshrew,Mud Shot,Rock Tomb,12.2727272727,11.4,139.909090909,0,90,114,100,13.6363636364,8.82352941176,0.552404438964,13.6363636364,146.2741875,152.828590909,159.5750625,166.516363636,173.655255682,180.9945,188.536857955,196.285090909,204.241960227,212.410227273, 2.94117647059, 0.271844660194, 3.82067390063,39.2001142204,40.9835045046,42.8199352941,44.7101802756,46.6550131354,48.65520756,50.7115372359,52.8247758495,54.9956970874,57.2250746359,59.5136821816
28,Sandslash,Metal Claw,Earthquake,27.1915584416,25.8,701.542207792,1,150,172,150,12.6984126984,29.7619047619,0.318181818182,18.1277056277,721.884280641,742.615056818,763.738207183,785.257402597,807.17631392,829.498612013,852.227967735,875.368051948,898.922535511,922.895089286, 3.04182509506, 0.100547195622, 4.83071135431,186.948529412,192.369330273,197.893713663,203.5226578,209.257140903,215.098141191,221.046636884,227.103606201,233.27002736,239.54687858,245.935138081
28,Sandslash,Metal Claw,Rock Tomb,19.0476190476,25.8,491.428571429,0,150,172,150,12.6984126984,8.82352941176,0.318181818182,12.6984126984,505.678142857,520.2,534.996714286,550.070857143,565.425,581.061714286,596.983571429,613.193142857,629.693,646.485714286, 3.04182509506, 0.265773310999, 3.87493020659,149.959798995,154.308066457,158.739422111,163.254650628,167.854536683,172.53986495,177.311420101,182.169986809,187.116349749,192.151293593,197.275603015
28,Sandslash,Metal Claw,Bulldoze,19.2003792668,25.8,495.369785082,1,150,172,150,12.6984126984,12.8676470588,0.601769911504,12.8002528445,509.733636813,524.371957965,539.287340589,554.482376738,569.959658462,585.721777813,601.771326841,618.110897598,634.743082135,651.670472503, 3.04182509506, 0.265773310999, 4.62730318258,179.076633166,184.269178785,189.560945352,194.952869896,200.445889447,206.040941033,211.738961683,217.540888427,223.447658291,229.460208307,235.579475503
28,Sandslash,Mud Shot,Earthquake,28.8803317536,25.8,745.112559242,1,150,172,150,13.6363636364,29.7619047619,0.348341232227,19.2535545024,766.718007627,788.736300355,811.171336271,834.027014218,857.307233042,881.015891588,905.1568887,929.734123223,954.751494002,980.212899882, 2.94117647059, 0.103375527426, 4.79078762307,185.403481013,190.779481309,196.25820807,201.840631428,207.527721519,213.320448477,219.219782437,225.226693532,231.342151899,237.56712767,243.902590981
28,Sandslash,Mud Shot,Rock Tomb,20.4545454545,25.8,527.727272727,0,150,172,150,13.6363636364,8.82352941176,0.348341232227,13.6363636364,543.029369318,558.623863636,574.513517045,590.701090909,607.189346591,623.981045455,641.078948864,658.485818182,676.204414773,694.2375, 2.94117647059, 0.271844660194, 3.82067390063,147.860079954,152.147463499,156.516771845,160.968778676,165.504257681,170.123982546,174.828726956,179.619264599,184.49636916,189.460814328,194.513373786
28,Sandslash,Mud Shot,Bulldoze,20.4545454545,25.8,527.727272727,0,150,172,150,13.6363636364,12.8676470588,0.348341232227,13.6363636364,543.029369318,558.623863636,574.513517045,590.701090909,607.189346591,623.981045455,641.078948864,658.485818182,676.204414773,694.2375, 2.94117647059, 0.271844660194, 4.59023415191,177.642061679,182.793010146,188.042384709,193.39111489,198.840130211,204.390360196,210.042734366,215.798182244,221.657633352,227.622017213,233.69226335
29,NidoranF,Bite,Poison Fang,12.6399253731,11.44,144.600746269,1,100,104,110,12.0,13.0208333333,0.626865671642,12.6399253731,150.916901178,157.414217817,164.095255772,170.962574627,178.018733967,185.266293377,192.707812442,200.345850746,208.182967875,216.221723414, 2.4, 0.251497005988, 4.08869760479,46.7747005988,48.817817681,50.9195360217,53.0806835821,55.3020883234,57.5845782069,59.9289811939,62.3361252456,64.8068383234,67.3419483884,69.9422834019
29,NidoranF,Bite,Body Slam,16.1469933185,11.44,184.721603563,1,100,104,110,12.0,25.641025641,0.304008908686,16.1469933185,192.790235941,201.0902951,209.625050807,218.397772829,227.41173093,236.670194878,246.176434438,255.933719376,265.94531946,276.214504454, 2.4, 0.0803413772808, 3.64920541495,41.746909947,43.5704133314,45.4462189523,47.375065774,49.3576927604,51.3948388758,53.4872430842,55.6356443496,57.8407816363,60.1033939082,62.4242201295
29,NidoranF,Bite,Sludge Bomb,18.0844907407,11.44,206.886574074,1,100,104,110,12.0,26.4423076923,0.421296296296,18.0844907407,215.923371492,225.219364873,234.778216327,244.603587963,254.699141891,265.06854022,275.715445059,286.643518519,297.856422707,309.357819734, 2.4, 0.127094972067, 4.44745111732,50.8788407821,53.1012265461,55.3873554033,57.7381279624,60.1544448324,62.6372066221,65.1873139403,67.8056673959,70.4931675978,73.2507151547,76.0792106756
29,NidoranF,Poison Sting,Poison Fang,13.0434782609,11.44,149.217391304,0,100,104,110,13.0434782609,13.0208333333,0.421296296296,13.0434782609,155.735201087,162.439956522,169.334298913,176.420869565,183.702309783,191.18126087,198.86036413,206.74226087,214.829592391,223.125, 2.91262135922, 0.271570014144, 4.59688826025,52.5884016973,54.8854610149,57.2484052334,59.6781652228,62.1756718529,64.7418559936,67.3776485149,70.0839802864,72.8617821782,75.7119850601,78.635519802
29,NidoranF,Poison Sting,Body Slam,16.8566577735,11.44,192.840164928,1,100,104,110,13.0434782609,25.641025641,0.302692214407,16.8566577735,201.263415747,209.928264613,218.838125,227.996410381,237.406534229,247.071910017,256.995951219,267.182071307,277.633683756,288.354202037, 2.91262135922, 0.0883664943709, 4.24130850386,48.5205692841,50.6399458419,52.8201109538,55.0619234847,57.3662422998,59.7339262639,62.165834242,64.6628250991,67.2257577002,69.8554909102,72.5528835941
29,NidoranF,Poison Sting,Sludge Bomb,18.668012109,11.44,213.562058527,1,100,104,110,13.0434782609,26.4423076923,0.419778002018,18.668012109,222.890440843,232.486382442,242.353663597,252.496064581,262.917365666,273.621347124,284.611789228,295.89247225,307.467176463,319.339682139, 2.91262135922, 0.139083918422, 5.08191240388,58.1370779004,60.6765031762,63.2887649616,65.9748923437,68.7359144099,71.5728602474,74.4867589435,77.4786395854,80.5495312604,83.7004630558,86.9324640588
30,Nidorina,Bite,Poison Fang,16.6847014925,19.04,317.676716418,1,132,136,140,12.0,13.0208333333,0.626865671642,12.6399253731,328.310606635,339.179125466,350.284832498,361.630287313,373.218049499,385.050678638,397.130734317,409.460776119,422.043363631,434.881056437, 2.4, 0.251497005988, 4.08869760479,102.760419162,106.200214902,109.715907092,113.308323692,116.978292665,120.72664197,124.55419957,128.461793425,132.450251497,136.520401747,140.673072137
30,Nidorina,Bite,Dig,15.9047285464,19.04,302.826031524,1,132,136,140,12.0,12.0689655172,0.711033274956,12.0490367776,312.962810858,323.323250438,333.909790193,344.724870053,355.770929947,367.050409807,378.565749562,390.319389142,402.313768476,414.551327496, 2.4, 0.329813160032, 4.39480097482,110.45365394,114.150972532,117.929869618,121.791235144,125.735959058,129.764931306,133.879041836,138.079180595,142.36623753,146.741102589,151.204665719
30,Nidorina,Bite,Sludge Bomb,23.8715277778,19.04,454.513888889,1,132,136,140,12.0,26.4423076923,0.421296296296,18.0844907407,469.728257921,485.278320312,501.167738173,517.400173611,533.979288737,550.90874566,568.192206489,585.833333333,603.835788303,622.203233507, 2.4, 0.127094972067, 4.44745111732,111.776899441,115.51851227,119.34268091,123.25030597,127.242288059,131.319527786,135.482925759,139.733382589,144.071798883,148.49907525,153.016112299
30,Nidorina,Poison Sting,Poison Fang,17.2173913043,19.04,327.819130435,0,132,136,140,13.0434782609,13.0208333333,0.421296296296,13.0434782609,338.792527174,350.008043478,361.468320652,373.176,385.133722826,397.344130435,409.80986413,422.533565217,435.517875,448.765434783, 2.91262135922, 0.271570014144, 4.59688826025,115.532673267,119.40000663,123.352669731,127.391593441,131.517708628,135.731946163,140.035236917,144.428511757,148.912701556,153.488737182,158.157549505
30,Nidorina,Poison Sting,Dig,17.2173913043,19.04,327.819130435,0,132,136,140,13.0434782609,12.0689655172,0.421296296296,13.0434782609,338.792527174,350.008043478,361.468320652,373.176,385.133722826,397.344130435,409.80986413,422.533565217,435.517875,448.765434783, 2.91262135922, 0.353187440533, 4.86774500476,122.340061656,126.435265105,130.62082607,134.897730271,139.266963425,143.729511251,148.286359467,152.938493792,157.686899943,162.532563639,167.476470599
30,Nidorina,Poison Sting,Sludge Bomb,24.6417759839,19.04,469.179414733,1,132,136,140,13.0434782609,26.4423076923,0.419778002018,18.668012109,484.884696645,500.936503532,517.338615666,534.09481332,551.208876766,568.684586276,586.525722124,604.736064581,623.31939392,642.279490414, 2.91262135922, 0.139083918422, 5.08191240388,127.722688064,131.998069208,136.36778335,140.832859579,145.394326981,150.053214644,154.810551655,159.667367101,164.62469007,169.683549649,174.844974925
31,Nidoqueen,Poison Jab,Earthquake,34.4217687075,34.2,1177.2244898,1,184,190,180,14.2857142857,29.7619047619,0.285714285714,18.7074829932,1206.15933036,1235.56433673,1265.44329719,1295.8,1326.63823342,1357.96178571,1389.77444515,1422.08,1454.88223852,1488.18494898, 4.91803278689, 0.121037463977, 6.84438040346,430.703170029,441.289364643,452.047575648,462.979189031,474.085590778,485.368166877,496.828303314,508.467386077,520.286801153,532.287934528,544.47217219
31,Nidoqueen,Poison Jab,Sludge Wave,31.4388489209,34.2,1075.20863309,1,184,190,180,14.2857142857,25.7352941176,0.244604316547,17.0863309353,1101.63603979,1128.49286871,1155.78257981,1183.50863309,1211.67448853,1240.28360612,1269.33944582,1298.84546763,1328.80513152,1359.22189748, 4.91803278689, 0.100294985251, 6.23156342183,392.139823009,401.778174364,411.573140487,421.525983269,431.637964602,441.910346377,452.344390487,462.941358822,473.702513274,484.629115736,495.722428097
31,Nidoqueen,Poison Jab,Stone Edge,31.1176470588,34.2,1064.22352941,1,184,190,180,14.2857142857,25.8064516129,0.227941176471,16.9117647059,1090.38093474,1116.963375,1143.97427482,1171.41705882,1199.29515165,1227.61197794,1256.37096232,1285.57552941,1315.22910386,1345.33511029, 4.91803278689, 0.0922619047619, 6.13095238095,385.808571429,395.291307813,404.928130357,414.72028058,424.669,434.775530134,445.0411125,455.466988616,466.0544,476.80458817,487.718794643
31,Nidoqueen,Bite,Earthquake,34.1813602015,34.2,1169.00251889,1,184,190,180,12.0,29.7619047619,0.370277078086,18.5768261965,1197.73527275,1226.93490869,1256.60518852,1286.74987406,1317.37272709,1348.47750945,1380.06798292,1412.14790932,1444.72105046,1477.79116814, 2.4, 0.105225483178, 4.33965640659,273.085898354,279.798039493,286.619247047,293.550399796,300.592376521,307.746056002,315.012317019,322.392038352,329.886098783,337.495377092,345.220752058
31,Nidoqueen,Bite,Sludge Wave,30.2303523035,34.2,1033.87804878,1,184,190,180,12.0,25.7352941176,0.322493224932,16.4295392954,1059.28959667,1085.11405996,1111.35476563,1138.01504065,1165.09821202,1192.60760671,1220.5465517,1248.91837398,1277.72640053,1306.97395833, 2.4, 0.0869247626004, 3.7573046019,236.439663988,242.251082319,248.156931108,254.15797121,260.254963477,266.448668765,272.739847927,279.129261819,285.617671293,292.205837204,298.894520407
31,Nidoqueen,Bite,Stone Edge,29.7684797768,34.2,1018.08200837,1,184,190,180,12.0,25.8064516129,0.302649930265,16.1785216179,1043.10530753,1068.53521339,1094.37500209,1120.62794979,1147.29733264,1174.38642678,1201.89850837,1229.83685356,1258.20473849,1287.00543933, 2.4, 0.0798675009201, 3.65108575635,229.755524476,235.402654251,241.141544939,246.972935885,252.897566434,258.916175929,265.029503717,271.238289142,277.54327155,283.945190283,290.444784689
32,NidoranM,Peck,Horn Attack,10.8374384236,8.648,93.7221674877,1,110,94,92,8.69565217391,11.3636363636,0.433497536946,9.85221674877,98.0897906404,102.590640394,107.226711823,112.0,116.9125,121.966206897,127.163115764,132.505221675,137.994519704,143.633004926, 3.1746031746, 0.218362282878, 4.21836228288,40.1284367246,41.998494727,43.9255955335,45.9105933623,47.9543424318,50.0576969603,52.2215111663,54.446639268,56.7339354839,59.0842540323,61.4984491315
32,NidoranM,Peck,Body Slam,13.5430916553,8.648,117.120656635,1,110,94,92,8.69565217391,25.641025641,0.21340629275,12.3119015048,122.57869186,128.203214774,133.996718536,139.961696306,146.100641245,152.416046512,158.910405267,165.58621067,172.445955882,179.492134063, 3.1746031746, 0.0901213171577, 4.50606585789,42.8653032929,44.8629042461,46.9214384749,49.0418184575,51.2249566724,53.4717655979,55.7831577123,58.1600454939,60.6033414211,63.1139579723,65.6928076256
32,NidoranM,Peck,Sludge Bomb,15.6437125749,8.648,135.286826347,1,110,94,92,8.69565217391,26.4423076923,0.311377245509,14.2215568862,141.591438061,148.088360778,154.780474364,161.670658683,168.7617936,176.056758982,183.558434693,191.269700599,199.193436564,207.332522455, 3.1746031746, 0.141689373297, 5.34741144414,50.8688555858,53.2394366059,55.6823279973,58.1986126107,60.789373297,63.455692907,66.1986542916,69.0193403014,71.9188337875,74.8982176005,77.9585745913
32,NidoranM,Poison Sting,Horn Attack,14.347826087,8.648,124.08,0,110,94,92,13.0434782609,11.3636363636,0.311377245509,13.0434782609,129.862353261,135.821086957,141.958842391,148.27826087,154.781983696,161.472652174,168.352907609,175.425391304,182.692744565,190.157608696, 2.91262135922, 0.214699603538, 3.99512046356,38.0047819457,39.7758737801,41.600989631,43.4809385102,45.4165294297,47.4085714013,49.457873437,51.5652445486,53.7314937481,55.9574300473,58.2438624581
32,NidoranM,Poison Sting,Body Slam,18.5423235508,8.648,160.354014067,1,110,94,92,13.0434782609,25.641025641,0.302692214407,16.8566577735,167.826802237,175.527534562,183.459624515,191.626485569,200.031531197,208.678174873,217.569830069,226.70991026,236.101828917,245.748999515, 2.91262135922, 0.0883664943709, 4.24130850386,40.3467195355,42.2269499133,44.1645333853,46.1603288165,48.2151950719,50.3299910164,52.5055755151,54.7428074329,57.0425456348,59.4056489857,61.8329763506
32,NidoranM,Poison Sting,Sludge Bomb,20.5348133199,8.648,177.58506559,1,110,94,92,13.0434782609,26.4423076923,0.419778002018,18.668012109,185.860852043,194.38907669,203.173519803,212.217961655,221.526182518,231.101962664,240.949082366,251.071321897,261.472461529,272.156281534, 2.91262135922, 0.139083918422, 5.08191240388,48.3432163156,50.5960979605,52.917699766,55.3090508191,57.7711802073,60.3051170177,62.9118903377,65.5925292544,68.3480628552,71.1795202273,74.087930458
33,Nidorino,Poison Jab,Horn Attack,20.2857142857,15.616,316.781714286,0,142,128,122,14.2857142857,11.3636363636,0.419778002018,14.2857142857,327.861625,339.196428571,350.789017857,362.642285714,374.759125,387.142428571,399.795089286,412.72,425.920053571,439.398142857, 4.91803278689, 0.223918575064, 5.59796437659,124.133292621,128.475038804,132.916666667,137.459309796,142.104101781,146.852176209,151.704666667,156.662706743,161.727430025,166.899970102,172.18146056
33,Nidorino,Poison Jab,Dig,20.2857142857,15.616,316.781714286,0,142,128,122,14.2857142857,12.0689655172,0.419778002018,14.2857142857,327.861625,339.196428571,350.789017857,362.642285714,374.759125,387.142428571,399.795089286,412.72,425.920053571,439.398142857, 4.91803278689, 0.365584620233, 6.20863536086,137.674750709,142.490129491,147.416285849,152.454477033,157.60596029,162.87199287,168.25383202,173.752734991,179.369959029,185.106761385,190.964399307
33,Nidorino,Poison Jab,Sludge Bomb,26.0031847134,15.616,406.065732484,1,142,128,122,14.2857142857,26.4423076923,0.331210191083,18.3121019108,420.268484275,434.797969745,449.657897094,464.851974522,480.383910231,496.25741242,512.476189291,529.043949045,545.964399881,563.24125, 4.91803278689, 0.145658263305, 6.89775910364,152.955876751,158.3057356,163.778667717,169.376069897,175.099338936,180.94987163,186.929064776,193.03831517,199.279019608,205.652574886,212.160377801
33,Nidorino,Poison Sting,Horn Attack,18.5217391304,15.616,289.235478261,0,142,128,122,13.0434782609,11.3636363636,0.331210191083,13.0434782609,299.351918478,309.701086957,320.285625,331.108173913,342.171375,353.477869565,365.030298913,376.831304348,388.883527174,401.189608696, 2.91262135922, 0.214699603538, 3.99512046356,88.5906776456,91.6892681077,94.8591415066,98.1011068542,101.415973163,104.804549443,108.267644709,111.80606797,115.42062824,119.11213453,122.881395852
33,Nidorino,Poison Sting,Dig,18.5217391304,15.616,289.235478261,0,142,128,122,13.0434782609,12.0689655172,0.331210191083,13.0434782609,299.351918478,309.701086957,320.285625,331.108173913,342.171375,353.477869565,365.030298913,376.831304348,388.883527174,401.189608696, 2.91262135922, 0.353187440533, 4.86774500476,107.940882512,111.716275114,115.578520457,119.528604258,123.567512236,127.696230109,131.915743597,136.227038416,140.631100285,145.128914924,149.721468049
33,Nidorino,Poison Sting,Sludge Bomb,26.5085771948,15.616,413.957941473,1,142,128,122,13.0434782609,26.4423076923,0.419778002018,18.668012109,428.43673499,443.248612513,458.397354314,473.886740666,489.720551842,505.902568113,522.436569753,539.326337033,556.575650227,574.188289606, 2.91262135922, 0.139083918422, 5.08191240388,112.689984621,116.631484119,120.66365764,124.787534269,129.004143096,133.314513206,137.719673688,142.220653628,146.818482113,151.514188231,156.30880107
34,Nidoking,Poison Jab,Earthquake,38.1632653061,27.54,1051.01632653,1,204,170,162,14.2857142857,29.7619047619,0.285714285714,18.7074829932,1077.9759375,1105.39056122,1133.26398597,1161.6,1190.40239158,1219.67494898,1249.42146046,1279.64571429,1310.35149872,1341.54260204, 4.91803278689, 0.121037463977, 6.84438040346,384.528242075,394.391772785,404.421775937,414.619637518,424.986743516,435.524479917,446.234232709,457.117387878,468.175331412,479.409449298,490.821127522
34,Nidoking,Poison Jab,Sludge Wave,34.8561151079,27.54,959.937410072,1,204,170,162,14.2857142857,25.7352941176,0.244604316547,17.0863309353,984.56075652,1009.59968525,1035.05765625,1060.9381295,1087.24456497,1113.98042266,1141.14916254,1168.7542446,1196.79912882,1225.28727518, 4.91803278689, 0.100294985251, 6.23156342183,350.09920354,359.079595271,368.211554204,377.496342229,386.935221239,396.529453125,406.280299779,416.189023092,426.256884956,436.485147262,446.875071903
34,Nidoking,Poison Jab,Megahorn,34.2481751825,27.54,943.194744526,1,204,170,162,14.2857142857,25.0,0.233576642336,16.7883211679,967.388625,991.990839416,1017.00478741,1042.43386861,1068.28148266,1094.5510292,1121.24590785,1148.36951825,1175.92526004,1203.91653285, 4.91803278689, 0.0949554896142, 6.11275964392,343.424617211,352.233799184,361.191658754,370.299433754,379.558362018,388.96968138,398.534629674,408.254444733,418.130364392,428.163626484,438.355468843
34,Nidoking,Fury Cutter,Earthquake,32.8527607362,27.54,904.765030675,1,204,170,162,7.5,29.7619047619,0.386503067485,16.1042944785,927.973150882,951.572967791,975.567742523,999.960736196,1024.75520993,1049.95442485,1075.56164206,1101.5801227,1128.01312788,1154.86391871, 1.25, 0.0950226244344, 3.11085972851,174.773076923,179.256179652,183.814946267,188.450006717,193.16199095,197.951528917,202.819250566,207.765785846,212.791764706,217.897817096,223.084572964
34,Nidoking,Fury Cutter,Sludge Wave,27.8642384106,27.54,767.381125828,1,204,170,162,7.5,25.7352941176,0.337748344371,13.6589403974,787.065212645,807.08151904,827.432810948,848.121854305,869.151415046,890.524259106,912.243152421,934.310860927,956.730150559,979.503787252, 1.25, 0.0783410138249, 2.5633640553,144.013894009,147.707993196,151.464439804,155.283752916,159.166451613,163.113054976,167.124082085,171.200052023,175.341483871,179.548896709,183.82280962
