PkMn, PokeName, Quick Move Name, Charge Move Name, Attack, Defense, Att*Def, Should use charge, Base Attack, Base Defense, Base Stamina, Quick Move PPS, Charge Move PPS, Charge PPS Active Fraction, Total PPS, IV10%, IV20%, IV30%, IV40%, IV50%, IV60%, IV70%, IV80%, IV90%, IV100%
35,Clefairy,Pound,Body Slam,19.3804090483,17.36,336.443901078,1,116,124,140,12.962962963,25.9650997151,0.287974683544,16.7072491796,348.612521598,361.070219296,373.820377392,386.866379102,400.211607645,413.859446239,427.813278102,442.076486451,456.652454505,471.544565481
35,Clefairy,Pound,Moonblast,20.3813672802,17.36,353.820535985,1,116,124,140,12.962962963,26.2387082204,0.347037484885,17.5701442071,366.617640704,379.718752844,393.127430359,406.847231202,420.881713327,435.23443469,449.908953243,464.908826943,480.237613741,495.898871594
35,Clefairy,Zen Headbutt,Disarming Voice,13.2571428571,17.36,230.144,0,116,124,140,11.4285714286,8.29853479853,0.347037484885,11.4285714286,238.467928571,246.9896,255.711328571,264.635428571,273.764214286,283.1,292.6451,302.401828571,312.3725,322.559428571
35,Clefairy,Zen Headbutt,Body Slam,16.8057297437,17.36,291.74746835,1,116,124,140,11.4285714286,25.9267399267,0.211000901713,14.4876980549,302.29949268,313.102190406,324.158495286,335.471341079,347.043661545,358.878390442,370.978461528,383.346808564,395.986365307,408.900065516
35,Clefairy,Zen Headbutt,Moonblast,17.7130353368,17.36,307.498293446,1,116,124,140,11.4285714286,26.2003484321,0.260042283298,15.2698580489,318.619999119,330.005911512,341.659122769,353.582725038,365.779810464,378.253471195,391.006799375,404.042887152,417.364826672,430.97571008
36,Clefable,Pound,Dazzling Gleam,27.2080568497,33.82,920.176482658,1,178,178,190,12.962962963,16.6931216931,0.622617534943,15.2854251965,943.137923573,966.478022683,990.199875288,1014.30657669,1038.80122218,1063.68690705,1088.96672662,1114.64377618,1140.72115102,1167.20194644
36,Clefable,Pound,Psychic,28.3177316802,33.82,957.705685424,1,178,178,190,12.962962963,19.9669312169,0.420600858369,15.9088380226,981.603603838,1005.89562394,1030.58496728,1055.67485538,1081.16850979,1107.06915205,1133.3800037,1160.10428628,1187.24522133,1214.80603038
36,Clefable,Pound,Moonblast,31.2748566886,33.82,1057.71565321,1,178,178,190,12.962962963,26.2387082204,0.347037484885,17.5701442071,1084.10915047,1110.93790413,1138.20547214,1165.91541246,1194.07128304,1222.67664183,1251.73504679,1281.25005587,1311.22522703,1341.66411822
36,Clefable,Zen Headbutt,Dazzling Gleam,25.1963975155,33.82,852.142163975,1,178,178,190,11.4285714286,16.6547619048,0.521739130435,14.1552795031,873.405924045,895.020345776,916.988295613,939.31264,961.99624538,985.041978199,1008.4527049,1032.23129193,1056.38060572,1080.90351273
36,Clefable,Zen Headbutt,Psychic,25.2498841699,33.82,853.951082625,1,178,178,190,11.4285714286,19.9285714286,0.324324324324,14.1853281853,875.259981187,896.920285792,918.934868967,941.306603243,964.038361149,987.133015212,1010.59343796,1034.42250193,1058.62307964,1083.19804363
36,Clefable,Zen Headbutt,Moonblast,27.1803473271,33.82,919.239346602,1,178,178,190,11.4285714286,26.2003484321,0.260042283298,15.2698580489,942.177402879,965.493731714,989.191425254,1013.27357564,1037.74327503,1062.60361556,1087.85768939,1113.50858864,1139.55940548,1166.01323205
37,Vulpix,Quick Attack,Body Slam,12.2333950342,8.968,109.709086666,1,106,118,76,7.51879699248,25.8289955658,0.219666744896,11.5409387115,114.89978254,120.248618126,125.757930465,131.430056597,137.267333561,143.272098399,149.44668815,155.793439854,162.314690551,169.012777282
37,Vulpix,Quick Attack,Flamethrower,13.9332066593,8.968,124.952997321,1,106,118,76,7.51879699248,23.8948664765,0.343534057256,13.1445345842,130.864932487,136.956980639,143.231803544,149.692062971,156.340420688,163.179538462,170.212078064,177.44070126,184.868069818,192.496845508
37,Vulpix,Quick Attack,Flame Charge,9.66946755604,8.968,86.7157850425,1,106,118,76,7.51879699248,10.2686150861,0.583072100313,9.12213920381,90.8185925789,95.0463962276,99.401043222,103.884380795,108.49825618,113.244516611,118.12500932,123.14158154,128.296080505,133.590353448
37,Vulpix,Ember,Body Slam,16.0267463814,8.968,143.727861548,1,106,118,76,11.9047619048,25.9386446886,0.229074889868,15.1195720579,150.528096975,157.535508339,164.753157351,172.184105727,179.831415179,187.69814742,195.787364164,204.102127124,212.645498014,221.420538546
37,Vulpix,Ember,Flamethrower,17.1828074788,8.968,154.09541747,1,106,118,76,11.9047619048,24.0045155993,0.355828220859,16.2101957347,161.386175892,168.899054521,176.637335922,184.604302658,192.803237296,201.2374224,209.910140534,218.824674262,227.98430615,237.392318763
37,Vulpix,Ember,Flame Charge,12.619047619,8.968,113.167619048,0,106,118,76,11.9047619048,10.3782642089,0.355828220859,11.9047619048,118.521949405,124.039404762,129.722395833,135.573333333,141.594627976,147.788690476,154.157931548,160.704761905,167.431592262,174.340833333
38,Ninetales,Feint Attack,Heat Wave,27.4034669556,28.324,776.17579805,1,176,194,146,11.5384615385,26.6042510121,0.267605633803,15.5701516793,796.947995793,818.084885414,839.589619869,861.465352113,883.715235101,906.34242179,929.350065136,952.741318093,976.519333618,1000.68726467
38,Ninetales,Feint Attack,Flamethrower,28.1570750237,28.324,797.520992972,1,176,194,146,11.5384615385,23.9953580902,0.358024691358,15.9983380817,818.864435801,840.582599703,862.678724343,885.156049383,908.017814487,931.267259319,954.907623541,978.942146819,1003.37406881,1028.20662919
38,Ninetales,Feint Attack,Fire Blast,29.8814854111,28.324,846.363192785,1,176,194,146,11.5384615385,30.7762664165,0.28275862069,16.9781167109,869.013761957,892.062001068,915.511348186,939.365241379,963.627118718,988.300418269,1013.3885781,1038.89503629,1064.82323089,1091.17659998
38,Ninetales,Ember,Heat Wave,27.8315018315,28.324,788.299457875,1,176,194,146,11.9047619048,26.6134085213,0.265734265734,15.8133533134,809.396111831,830.863154054,852.70378675,874.921212121,897.518632373,920.499249709,943.866266333,967.622884449,991.772306261,1016.31773397
38,Ninetales,Ember,Flamethrower,28.5299444931,28.324,808.082147824,1,176,194,146,11.9047619048,24.0045155993,0.355828220859,16.2101957347,829.708230741,851.713996969,874.102729071,896.877709611,920.042221156,943.599546268,967.552967513,991.905767455,1016.66122866,1041.82263369
38,Ninetales,Ember,Fire Blast,30.2840834964,28.324,857.766380952,1,176,194,146,11.9047619048,30.7854239257,0.280821917808,17.206865623,880.722124906,904.080896669,927.846180633,952.021461187,976.610222723,1001.61594963,1027.0421263,1052.89223712,1079.16976648,1105.87819877
39,Jigglypuff,Pound,Disarming Voice,15.8796296296,12.42,197.225,0,98,54,230,16.2037037037,8.41791310541,0.280821917808,16.2037037037,207.148289931,217.353402778,227.843619792,238.622222222,249.692491319,261.057708333,272.721154514,284.686111111,296.955859375,309.533680556
39,Jigglypuff,Pound,Body Slam,20.466380245,12.42,254.192442642,1,98,54,230,16.2037037037,32.4563746439,0.287974683544,20.8840614744,266.982024625,280.134832647,293.65509573,307.547042897,321.814903171,336.462905574,351.495279129,366.916252857,382.730055781,398.940916925
39,Jigglypuff,Pound,Play Rough,19.2057909522,12.42,238.535923626,1,98,54,230,16.2037037037,24.1119891443,0.429175475687,19.5977458695,250.537754677,262.880439522,275.567946707,288.604244773,301.993302265,315.739087727,329.845569701,344.316716731,359.156497361,374.368880135
39,Jigglypuff,Feint Attack,Disarming Voice,11.3076923077,12.42,140.441538462,0,98,54,230,11.5384615385,8.30128205128,0.429175475687,11.5384615385,147.507793269,154.774730769,162.2446875,169.92,177.803004808,185.896038462,194.2014375,202.721538462,211.458677885,220.415192308
39,Jigglypuff,Feint Attack,Body Slam,16.0119822485,12.42,198.868819527,1,98,54,230,11.5384615385,32.3397435897,0.230769230769,16.3387573964,208.87481752,219.164987352,229.74263762,240.611076923,251.773613859,263.233557027,274.994215024,287.05889645,299.430909902,312.113563979
39,Jigglypuff,Feint Attack,Play Rough,15.67837132,12.42,194.725371795,1,98,54,230,11.5384615385,23.9953580902,0.358024691358,15.9983380817,204.522894022,214.598667343,224.955931424,235.597925926,246.527890514,257.74906485,269.2646886,281.078001425,293.192242989,305.610652956
40,Wigglytuff,Pound,Dazzling Gleam,27.8188973599,30.24,841.243456163,1,168,108,280,16.2037037037,16.7741402116,0.622617534943,16.5588674761,865.152867007,889.479933887,914.228009972,939.400448433,965.000602441,991.031825167,1017.49746978,1044.40088945,1071.74543736,1099.53446666
40,Wigglytuff,Pound,Hyper Beam,36.6047128589,30.24,1106.92651685,1,168,108,280,16.2037037037,30.4050925926,0.393258426966,21.7885195589,1138.38704195,1170.39712798,1202.96118713,1236.08363155,1269.76887344,1304.02132496,1338.8453983,1374.24550562,1410.2260591,1446.79147092
40,Wigglytuff,Pound,Play Rough,32.9242130608,30.24,995.62820296,1,168,108,280,16.2037037037,24.1119891443,0.429175475687,19.5977458695,1023.92546171,1052.71702461,1082.0068602,1111.79893702,1142.09722361,1172.90568852,1204.2283003,1236.06902748,1268.43183862,1301.32070224
40,Wigglytuff,Feint Attack,Dazzling Gleam,24.1173197871,30.24,729.307750363,1,168,108,280,11.5384615385,16.6575091575,0.550314465409,14.3555474923,750.03577922,771.125890874,792.580992324,814.403990566,836.5977926,859.165305425,882.109436037,905.433091437,929.139178622,953.23060459
40,Wigglytuff,Feint Attack,Hyper Beam,29.6118881119,30.24,895.463496503,1,168,108,280,11.5384615385,30.2884615385,0.324675324675,17.6261238761,920.913922866,946.808924138,973.15206961,999.946928571,1027.19707031,1054.90606412,1083.07747929,1111.71488511,1140.82185088,1170.40194587
40,Wigglytuff,Feint Attack,Play Rough,26.8772079772,30.24,812.766769231,1,168,108,280,11.5384615385,23.9953580902,0.358024691358,15.9983380817,835.866829581,859.370408013,883.280744191,907.601077778,932.334648437,957.484695833,983.054459629,1009.04717949,1035.46609507,1062.31444605
41,Zubat,Quick Attack,Poison Fang,9.21956515838,7.2,66.3808691404,1,88,90,80,7.51879699248,13.2088032581,0.519855595668,10.4767785891,69.9245216344,73.5919310754,77.3852190113,81.3065069895,85.3579165578,89.5415692639,93.8595866553,98.3140902799,102.907201685,107.641042419
41,Zubat,Quick Attack,Air Cutter,8.90531063417,7.2,64.118236566,1,88,90,80,7.51879699248,12.3034859877,0.543582704187,10.1196711752,67.5411014947,71.0835050392,74.7474964328,78.535124909,82.4484397013,86.4894900429,90.6603251673,94.962994308,99.3995466983,103.972031572
41,Zubat,Quick Attack,Sludge Bomb,11.9873173209,7.2,86.3086847108,1,88,90,80,7.51879699248,26.6302776171,0.31934493347,13.6219515011,90.916156559,95.6845377094,100.616586607,105.715061697,110.982721425,116.422324236,122.036628574,127.828392886,133.800375616,139.95533521
41,Zubat,Bite,Poison Fang,11.2886268657,7.2,81.2781134328,1,88,90,80,12.0,13.3208333333,0.626865671642,12.8279850746,85.6170350695,90.1074872799,94.7520677309,99.5533740896,104.514004023,109.636555198,114.923625281,120.37781194,126.001712842,131.797925653
41,Zubat,Bite,Air Cutter,11.0531460674,7.2,79.5826516854,1,88,90,80,12.0,12.8636363636,0.648876404494,12.5603932584,83.8310634006,88.2278447612,92.7755392468,97.4766903371,102.333841512,107.34953625,112.526318032,117.866730337,123.373316645,129.048620435
41,Zubat,Bite,Sludge Bomb,16.0255740741,7.2,115.384133333,1,88,90,80,12.0,26.7423076923,0.421296296296,18.2108796296,121.543758496,127.918499674,134.51204457,141.328080889,148.370296332,155.642378604,163.148015407,170.890894444,178.874703419,187.103130035
42,Golbat,Wing Attack,Poison Fang,24.6,24.6,605.16,0,164,164,150,15.0,13.3958333333,0.421296296296,15.0,622.44343125,640.05255,657.99039375,676.26,694.86440625,713.80665,733.08976875,752.7168,772.69078125,793.01475
42,Golbat,Wing Attack,Air Cutter,24.6,24.6,605.16,0,164,164,150,15.0,13.2386363636,0.421296296296,15.0,622.44343125,640.05255,657.99039375,676.26,694.86440625,713.80665,733.08976875,752.7168,772.69078125,793.01475
42,Golbat,Wing Attack,Ominous Wind,24.6,24.6,605.16,0,164,164,150,15.0,10.0524193548,0.421296296296,15.0,622.44343125,640.05255,657.99039375,676.26,694.86440625,713.80665,733.08976875,752.7168,772.69078125,793.01475
42,Golbat,Bite,Poison Fang,21.0378955224,24.6,517.532229851,1,164,164,150,12.0,13.3208333333,0.626865671642,12.8279850746,532.313003058,547.372303892,562.712730018,578.336879104,594.247348818,610.446736825,626.937640792,643.722658388,660.804387278,678.185425131
42,Golbat,Bite,Air Cutter,20.5990449438,24.6,506.736505618,1,164,164,150,12.0,12.8636363636,0.648876404494,12.5603932584,521.208951842,535.954115604,550.974540384,566.272769663,581.851346919,597.712815632,613.859719282,630.294601348,647.020005311,664.038474649
42,Golbat,Bite,Ominous Wind,19.68,24.6,484.128,0,164,164,150,12.0,9.97741935484,0.648876404494,12.0,497.954745,512.04204,526.392315,541.008,555.891525,571.04532,586.471815,602.17344,618.152625,634.4118
43,Oddish,Razor Leaf,Seed Bomb,21.4690262501,11.7,251.187607126,1,134,130,90,12.9310344828,21.1566091954,0.375733855186,16.0216613807,261.212340625,271.495543576,282.040460365,292.85033538,303.928413007,315.277937631,326.902153639,338.804305419,350.987637355,363.455393836
43,Oddish,Razor Leaf,Sludge Bomb,22.9051641007,11.7,267.990419978,1,134,130,90,12.9310344828,26.7655835544,0.300867888139,17.0934060453,278.685742774,289.656824943,300.907127899,312.440113058,324.259241834,336.367975643,348.769775897,361.468104014,374.466421406,387.768189489
43,Oddish,Razor Leaf,Moonblast,20.0855454739,11.7,235.000882045,1,134,130,90,12.9310344828,21.0549831791,0.253347064882,14.9892130402,244.379613908,254.00015925,263.865553387,273.978831635,284.343029309,294.961181725,305.836324198,316.971492045,328.369720581,340.034045121
43,Oddish,Acid,Seed Bomb,21.0114480575,11.7,245.833942273,1,134,130,90,11.9047619048,21.130952381,0.409207161125,15.6801851175,255.6450145,265.709047315,276.029215953,286.608695652,297.450661651,308.558289185,319.934753494,331.583229814,343.506893382,355.708919437
43,Oddish,Acid,Sludge Bomb,22.5365483773,11.7,263.677616015,1,134,130,90,11.9047619048,26.7399267399,0.331210191083,16.8183196846,274.200817618,284.995340764,296.064591162,307.411974522,319.040896554,330.954762966,343.15697947,355.650951774,368.440085589,381.527786624
43,Oddish,Acid,Moonblast,19.3859670581,11.7,226.815814579,1,134,130,90,11.9047619048,21.0293263647,0.280821917808,14.4671395956,235.86788574,245.153348031,254.675131047,264.436164384,274.439377637,284.687700404,295.184062278,305.931392857,316.932621736,328.19067851
44,Gloom,Razor Leaf,Petal Blizzard,28.1186685737,18.96,533.129956158,1,162,158,120,12.9310344828,25.7139008621,0.346257889991,17.3572028233,549.96425155,567.145734391,584.677919515,602.564321756,620.808455947,639.413836922,658.383979514,677.722398557,697.432608885,717.51812533
44,Gloom,Razor Leaf,Sludge Bomb,27.6913177934,18.96,525.027385362,1,162,158,120,12.9310344828,26.7655835544,0.300867888139,17.0934060453,541.605831184,558.52618786,575.791916805,593.406479433,611.373337161,629.695951402,648.37778357,667.422295082,686.832947351,706.613201792
44,Gloom,Razor Leaf,Moonblast,24.2825251252,18.96,460.396676373,1,162,158,120,12.9310344828,21.0549831791,0.253347064882,14.9892130402,474.934320634,489.771786629,504.912109673,520.358325083,536.113468173,552.180574259,568.562678658,585.262816684,602.284023653,619.629334882
44,Gloom,Acid,Petal Blizzard,27.7417582418,18.96,525.983736264,1,162,158,120,11.9047619048,25.6882440476,0.378698224852,17.1245421245,542.592380151,559.543557692,576.840736607,594.487384615,612.486969437,630.842958791,649.558820398,668.638021978,688.08403125,707.900315934
44,Gloom,Acid,Sludge Bomb,27.245677889,18.96,516.578052775,1,162,158,120,11.9047619048,26.7399267399,0.331210191083,16.8183196846,532.889699556,549.537754777,566.525624147,583.856713376,601.534428173,619.562174249,637.943357313,656.681383076,675.779657245,695.241585532
44,Gloom,Acid,Moonblast,23.4367661448,18.96,444.361086106,1,162,158,120,11.9047619048,21.0293263647,0.280821917808,14.4671395956,458.392385037,472.713062928,487.326049375,502.234273973,517.440666318,532.948156005,548.759672632,564.878145793,581.306505083,598.0476801
45,Vileplume,Razor Leaf,Petal Blizzard,35.0615497031,28.5,999.254166537,1,202,190,150,12.9310344828,25.7139008621,0.346257889991,17.3572028233,1024.76801799,1050.70872645,1077.07980675,1103.88477373,1131.12714222,1158.81042706,1186.93814308,1215.51380511,1244.54092798,1274.02302653
45,Vileplume,Razor Leaf,Solar Beam,36.6138244053,28.5,1043.49399555,1,202,190,150,12.9310344828,30.93552076,0.288518155054,18.1256556462,1070.1374179,1097.22659543,1124.7651986,1152.75689784,1181.2053636,1210.11426633,1239.48727648,1269.32806448,1299.64030079,1330.42765584
45,Vileplume,Razor Leaf,Moonblast,30.2782103413,28.5,862.928994726,1,202,190,150,12.9310344828,21.0549831791,0.253347064882,14.9892130402,884.962069914,907.363767324,930.13712227,953.28517007,976.810946038,1000.71748549,1025.00782374,1049.68499611,1074.75203791,1100.21198446
45,Vileplume,Acid,Petal Blizzard,34.5915750916,28.5,985.85989011,1,202,190,150,11.9047619048,25.6882440476,0.378698224852,17.1245421245,1011.03174691,1036.62473901,1062.64233413,1089.088,1115.96520433,1143.27741484,1171.02809924,1199.22072527,1227.85876065,1256.94567308
45,Vileplume,Acid,Solar Beam,36.2627164502,28.5,1033.48741883,1,202,190,150,11.9047619048,30.9098639456,0.318181818182,17.9518398268,1059.87534431,1086.70475041,1113.97927237,1141.70254545,1169.8782049,1198.50988596,1227.60122387,1257.1558539,1287.17741127,1317.66953125
45,Vileplume,Acid,Moonblast,29.223621983,28.5,832.873226517,1,202,190,150,11.9047619048,21.0293263647,0.280821917808,14.4671395956,854.138890938,875.760338491,897.740498769,920.08230137,942.788675888,965.86255192,989.306859062,1013.12452691,1037.31848506,1061.8916631
46,Paras,Scratch,Cross Poison,18.0745652174,8.4,151.826347826,1,122,120,70,12.0,18.1666666667,0.45652173913,14.8152173913,158.948819144,166.282296196,173.829779062,181.594267826,189.578762568,197.78626337,206.219770312,214.882283478,223.776802948,232.906328804
46,Paras,Scratch,X Scissor,19.8899102564,8.4,167.075246154,1,122,120,70,12.0,21.1333333333,0.471153846154,16.3032051282,174.913073156,182.983098558,191.288623757,199.832950154,208.619379147,217.651212135,226.931750517,236.464295692,246.25214906,256.298612019
46,Paras,Scratch,Seed Bomb,20.2615255255,8.4,170.196814414,1,122,120,70,12.0,21.1333333333,0.504504504505,16.6078078078,178.181080297,186.401882883,194.862585252,203.566550486,212.517141667,221.717721874,231.171654189,240.882301694,250.853027468,261.087194595
46,Paras,Bug Bite,Cross Poison,19.6029693487,8.4,164.664942529,1,122,120,70,13.8888888889,18.4027777778,0.48275862069,16.0680076628,172.389697468,180.343301006,188.529006915,196.950068966,205.60974093,214.51127658,223.657929688,233.052954023,242.699603358,252.601131466
46,Paras,Bug Bite,X Scissor,21.3697828539,8.4,179.506175973,1,122,120,70,13.8888888889,21.1805555556,0.497461928934,17.516215454,187.927162238,196.597623202,205.521105898,214.70115736,224.141324622,233.845154717,243.816194678,254.05799154,264.574092336,275.368044099
46,Paras,Bug Bite,Seed Bomb,21.6664033702,8.4,181.99778831,1,122,120,70,13.8888888889,21.1805555556,0.530805687204,17.7593470247,190.535660989,199.326471169,208.373815117,217.6812891,227.252489386,237.091012243,247.20045394,257.584410742,268.24647892,279.190254739
47,Parasect,Bug Bite,Cross Poison,26.0301724138,20.4,531.015517241,1,162,170,120,13.8888888889,18.4027777778,0.48275862069,16.0680076628,547.419406519,564.153372845,581.220669989,598.624551724,616.368271821,634.455084052,652.888242187,671.671,690.806611261,710.298329741
47,Parasect,Bug Bite,X Scissor,28.3762690355,20.4,578.875888325,1,162,170,120,13.8888888889,21.1805555556,0.497461928934,17.516215454,596.758258368,615.000455266,633.606026055,652.578517766,671.921477435,691.638452094,711.732988777,732.208634518,753.06893635,774.317441307
47,Parasect,Bug Bite,Solar Beam,34.4614596469,20.4,703.013776797,1,162,170,120,13.8888888889,30.9594671202,0.432534678436,21.2725059549,724.730957898,746.885129453,769.480599144,792.521674653,816.012663664,839.957873857,864.361612917,889.228188525,914.561908363,940.367080115
47,Parasect,Fury Cutter,Cross Poison,21.6821546053,20.4,442.315953947,1,162,170,120,9.375,17.8385416667,0.473684210526,13.3840460526,455.979776753,469.918541324,484.134957931,498.631736842,513.411588328,528.477222656,543.831350098,559.476680921,575.415925396,591.651793791
47,Parasect,Fury Cutter,X Scissor,24.4383357558,20.4,498.542049419,1,162,170,120,9.375,21.0677083333,0.488372093023,15.0853924419,513.942783133,529.653408521,545.676980376,562.016553488,578.675182651,595.655922656,612.961828295,630.59595436,648.561355644,666.861086937
47,Parasect,Fury Cutter,Solar Beam,29.923095281,20.4,610.431143732,1,162,170,120,9.375,30.846619898,0.423631123919,18.4710464697,629.288304339,648.524906419,668.144690357,688.151396542,708.548765359,729.340537196,750.53045244,772.122251477,794.119674695,816.52646248
48,Venonat,Bug Bite,Psybeam,15.0,14.16,212.4,0,108,118,120,13.8888888889,10.8735380117,0.423631123919,13.8888888889,220.81359375,229.44625,238.30078125,247.38,256.68671875,266.22375,275.99390625,286.0,296.24484375,306.73125
48,Venonat,Bug Bite,Dazzling Gleam,15.0,14.16,212.4,0,108,118,120,13.8888888889,13.4424603175,0.423631123919,13.8888888889,220.81359375,229.44625,238.30078125,247.38,256.68671875,266.22375,275.99390625,286.0,296.24484375,306.73125
48,Venonat,Bug Bite,Shadow Ball,15.6834660807,14.16,222.077879703,1,108,118,120,13.8888888889,14.9576118326,0.592145015106,14.5217278525,230.87483385,239.900831949,249.15881465,258.651722604,268.38249646,278.354076868,288.569404478,299.03141994,309.743063903,320.707277019
48,Venonat,Confusion,Psybeam,11.2596907551,14.16,159.437221092,1,108,118,120,9.93377483444,10.7746601603,0.58493677845,10.425639588,165.752852009,172.232921327,178.879540238,185.694819932,192.680871604,199.839806443,207.173735644,214.684770396,222.375021894,230.246601327
48,Venonat,Confusion,Dazzling Gleam,12.7218158973,14.16,180.140913106,1,108,118,120,9.93377483444,13.3435824661,0.54128693731,11.7794591642,187.276659154,194.598196722,202.10791115,209.808187779,217.701411949,225.789969,234.076244273,242.562623109,251.251490848,260.145232831
48,Venonat,Confusion,Shadow Ball,13.1959687791,14.16,186.854917911,1,108,118,120,9.93377483444,14.8587339813,0.463905325444,12.2184896102,194.256619274,201.851036765,209.640644627,217.627917104,225.815328442,234.205352883,242.800464672,251.603138054,260.615847272,269.841066571
49,Venomoth,Bug Bite,Poison Fang,23.8888888889,21.56,515.044444444,0,172,154,140,13.8888888889,13.3680555556,0.463905325444,13.8888888889,530.217204861,545.684027778,561.447725694,577.511111111,593.876996528,610.548194444,627.527517361,644.817777778,662.421788194,680.342361111
49,Venomoth,Bug Bite,Psychic,28.7744787543,21.56,620.377761942,1,172,154,140,13.8888888889,19.9900793651,0.465558194774,16.729348113,638.653550083,657.283540347,676.271120427,695.619678015,715.332600806,735.413276491,755.865092764,776.691437319,797.895697847,819.481262041
49,Venomoth,Bug Bite,Bug Buzz,32.2299973418,21.56,694.87874269,1,172,154,140,13.8888888889,22.4060457516,0.569377990431,18.7383705476,715.349264788,736.216525037,757.484317955,779.156438065,801.236679885,823.728837935,846.636706736,869.964080808,893.71475467,917.892522844
49,Venomoth,Confusion,Poison Fang,20.1074031016,21.56,433.51561087,1,172,154,140,9.93377483444,13.2691777042,0.526645768025,11.6903506405,446.286602911,459.3051089,472.573496135,486.094131911,499.869383523,513.901618268,528.193203443,542.746506342,557.563894263,572.6477345
49,Venomoth,Confusion,Psychic,22.939358072,21.56,494.572560033,1,172,154,140,9.93377483444,19.8912015137,0.341761115955,13.3368360884,509.142236578,523.994287286,539.131412864,554.556314024,570.271691473,586.280245922,602.58467808,619.187688655,636.091978358,653.300247897
49,Venomoth,Confusion,Bug Buzz,26.4660412068,21.56,570.607848418,1,172,154,140,9.93377483444,22.3071679003,0.440740740741,15.3872332597,587.417458286,604.552854351,622.017152526,639.813468727,657.944918868,676.414618865,695.225684631,714.381232082,733.884377133,753.738235697
50,Diglett,Mud Shot,Dig,16.0637988395,1.72,27.6297340039,1,108,86,20,13.6363636364,15.4271159875,0.691063829787,14.8738878143,30.6397440885,33.796001675,37.1015187258,40.5593072031,44.1723790691,47.9437462863,51.8764208167,55.9734146228,60.2377396668,64.672407911
50,Diglett,Mud Shot,Mud Bomb,15.4209987196,1.72,26.5241177977,1,108,86,20,13.6363636364,14.763986014,0.569640062598,14.2787025181,29.4136809779,32.4436395006,35.6168848031,38.9363083227,42.4048014965,46.0252557618,49.800562556,53.7336133163,57.8272994798,62.084512484
50,Diglett,Mud Shot,Rock Tomb,14.7272727273,1.72,25.3309090909,0,108,86,20,13.6363636364,10.5280748663,0.569640062598,13.6363636364,28.0904829545,30.9841363636,34.0146306818,37.1847272727,40.4971875,43.9547727273,47.5602443182,51.3163636364,55.2258920455,59.2915909091
50,Diglett,Scratch,Dig,15.5603222417,1.72,26.7637542557,1,108,86,20,12.0,15.3862068966,0.711033274956,14.4077057793,29.6794236646,32.7367568406,35.9386713441,39.2880847356,42.7879145753,46.4410784238,50.2504938415,54.2190783888,58.3497496261,62.6454251138
50,Diglett,Scratch,Mud Bomb,14.7034788274,1.72,25.2899835831,1,108,86,20,12.0,14.7230769231,0.592833876221,13.6143322476,28.0450989821,30.9340773029,33.9596754479,37.1246503192,40.4317588192,43.8837578502,47.4834043143,51.233455114,55.1366671515,59.195797329
50,Diglett,Scratch,Rock Tomb,12.96,1.72,22.2912,0,108,86,20,12.0,10.3235294118,0.592833876221,12.0,24.719625,27.26604,29.932875,32.72256,35.637525,38.6802,41.853015,45.1584,48.598785,52.1766
51,Dugtrio,Sucker Punch,Earthquake,25.1853988868,9.8,246.816909091,1,148,140,70,10.0,30.0119047619,0.350649350649,17.01716141,257.389480032,268.239643418,279.370845226,290.786531429,302.490148003,314.485140923,326.774956165,339.363039703,352.252837513,365.447795571
51,Dugtrio,Sucker Punch,Mud Bomb,18.7569193154,9.8,183.817809291,1,148,140,70,10.0,14.6730769231,0.572127139364,12.673594132,191.691770747,199.772470208,208.062474075,216.564348753,225.280660643,234.213976149,243.366861673,252.741883619,262.341608388,272.168602384
51,Dugtrio,Sucker Punch,Stone Edge,22.5212461696,9.8,220.708212462,1,148,140,70,10.0,28.3064516129,0.284984678243,15.2170582227,230.162399544,239.864814888,249.818539948,260.02665618,270.492245036,281.218387972,292.208166442,303.4646619,314.9909558,326.790129597
51,Dugtrio,Mud Shot,Earthquake,28.6710146489,9.8,280.975943559,1,148,140,70,13.6363636364,30.1028138528,0.348341232227,19.3723071952,293.011740081,305.363547364,318.0352883,331.030885782,344.354262702,358.009341951,372.000046423,386.330299009,401.004022602,416.025140093
51,Dugtrio,Mud Shot,Mud Bomb,21.1324797268,9.8,207.098301323,1,148,140,70,13.6363636364,14.763986014,0.569640062598,14.2787025181,215.969498562,225.073617136,234.413548482,243.992184038,253.81241524,263.877133525,274.189230332,284.751597098,295.567125259,306.638706253
51,Dugtrio,Mud Shot,Stone Edge,26.7051677136,9.8,261.710643594,1,148,140,70,13.6363636364,29.215542522,0.282920469361,18.0440322389,272.921197828,284.426095339,296.228990042,308.333535854,320.743386691,333.462196471,346.493619109,359.841308522,373.508918627,387.500103339
52,Meowth,Scratch,Night Slash,15.6,7.52,117.312,0,104,94,80,15.0,12.9861111111,0.282920469361,15.0,123.16993125,129.21855,135.46089375,141.9,148.53890625,155.38065,162.42826875,169.6848,177.15328125,184.83675
52,Meowth,Scratch,Dark Pulse,15.6,7.52,117.312,0,104,94,80,15.0,13.2321428571,0.282920469361,15.0,123.16993125,129.21855,135.46089375,141.9,148.53890625,155.38065,162.42826875,169.6848,177.15328125,184.83675
